"histology_abbreviation","Sum","Freq_mut","percent_mut","percent_whole","cell_type","regulator","pathway","pathway_new"
"NSCLC",2,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"NSCLCPD",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"NSGCT",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"ODGC",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"OPHSC",2,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"OUTT",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"Panc-Endocrine",7,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"PAST",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"PB",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"PGNG",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"PLEMESO",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"PLLS",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"PLMESO",2,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"PNET",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"POCA",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"Prost-AdenoCA",3,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"PTCLNOS",3,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"PUO",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"RAML",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"RCC",2,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"RCSNOS",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"SACA",2,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"SARCNOS",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"SBWDNET",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"SCCO",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"SCLC",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"SDCA",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"SFTCNS",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"SNA",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"SoftTissue-Leiomyo",11,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"SoftTissue-Liposarc",8,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"STAS",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"SYNS",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"THFO",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"Thy-AdenoCA",3,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"THYC",3,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"THYM",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"VMM",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"VSC",1,0,0,0.0859649122807018,"Macrophages","pos","HSWI SNF Pathway","HSWI SNF Pathway"
"COM",1,1,1,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SDCA",1,1,1,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"BCC",3,2,0.666666666666667,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"FL",2,1,0.5,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"GEJ",7,3,0.428571428571429,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Lymph-BNHL",3,1,0.333333333333333,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"PEMESO",3,1,0.333333333333333,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ACC",4,1,0.25,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Uterus-AdenoCA",11,2,0.181818181818182,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Ovary-AdenoCA",25,3,0.12,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"CHOL",10,1,0.1,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Lung-AdenoCA",46,3,0.0652173913043478,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Skin-Melanoma",17,1,0.0588235294117647,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Breast-AdenoCA",129,6,0.0465116279069767,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ColoRect-AdenoCA",72,3,0.0416666666666667,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ACBC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ACRM",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ACYC",3,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"AECA",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ALUCA",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ANSC",6,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"APAD",3,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"APE",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ARMS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ASPS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ATRT",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"BA",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"BLAD",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Bone-Osteosarc",4,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Breast-DCIS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Breast-LobularCA",8,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"CACC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"CCHM",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"CCS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"CDRCC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Cervix-AdenoCA",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Cervix-SCC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"CHDM",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"CHS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"CNS-GBM",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"CNS-Oligo",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"COAD",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"CSCC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"CSCLC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"DA",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ECAD",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"EMBC",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"EPM",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ES",3,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ESCC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Eso-AdenoCA",3,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"FIBS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"FIOS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"GBC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"GIST",4,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"GNG",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"GRCT",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"HGNEC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"HNMUCM",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"IHCH",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"IMMC",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Kidney-PapRCC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Liver-HCC",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"LNET",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"LUACC",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"LUNE",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Lung-SCC",5,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Lymph-CLL",3,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"MACR",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"MDLC",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"MFH",6,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"MLAV",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"MNG",3,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"MPE",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"MPNST",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"MRLS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"MXOV",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"MYEC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"NPC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"NSCLC",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"NSCLCPD",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"NSGCT",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"OCS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"ODGC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"OPHSC",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"OUTT",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"PAMPCA",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Panc-AdenoCA",35,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Panc-Endocrine",7,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"PAST",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"PB",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"PGNG",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"PLEMESO",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"PLLS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"PLMESO",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"PNET",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"POCA",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Prost-AdenoCA",3,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"PTCLNOS",3,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"PUO",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"RAML",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"RCC",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"RCSNOS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SACA",2,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SARCL",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SARCNOS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SBWDNET",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SCCO",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SCLC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SFTCNS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SNA",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SoftTissue-Leiomyo",11,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SoftTissue-Liposarc",8,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"STAS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Stomach-AdenoCA",6,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"SYNS",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"THFO",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Thy-AdenoCA",3,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"THYC",3,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"THYM",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"VMM",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"VSC",1,0,0,0.0526315789473684,"Macrophages","pos","REG GR Pathway","REG GR Pathway"
"Prost-AdenoCA",3,1,0.333333333333333,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Uterus-AdenoCA",11,1,0.0909090909090909,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Ovary-AdenoCA",25,2,0.08,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Skin-Melanoma",17,1,0.0588235294117647,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ColoRect-AdenoCA",72,2,0.0277777777777778,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Lung-AdenoCA",46,1,0.0217391304347826,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ACBC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ACC",4,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ACRM",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ACYC",3,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"AECA",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ALUCA",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ANSC",6,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"APAD",3,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"APE",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ARMS",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ASPS",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ATRT",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"BA",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"BCC",3,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"BLAD",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Bone-Osteosarc",4,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Breast-AdenoCA",129,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Breast-DCIS",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Breast-LobularCA",8,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CACC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CCHM",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CCS",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CDRCC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Cervix-AdenoCA",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Cervix-SCC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CHDM",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CHOL",10,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CHS",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CNS-GBM",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CNS-Oligo",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"COAD",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"COM",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CSCC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"CSCLC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"DA",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ECAD",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"EMBC",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"EPM",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ES",3,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ESCC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Eso-AdenoCA",3,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"FIBS",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"FIOS",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"FL",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"GBC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"GEJ",7,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"GIST",4,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"GNG",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"GRCT",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"HGNEC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"HNMUCM",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"IHCH",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"IMMC",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Kidney-PapRCC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Liver-HCC",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"LNET",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"LUACC",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"LUNE",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Lung-SCC",5,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Lymph-BNHL",3,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"Lymph-CLL",3,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"MACR",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"MDLC",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"MFH",6,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"MLAV",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"MNG",3,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"MPE",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"MPNST",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"MRLS",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"MXOV",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"MYEC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"NPC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"NSCLC",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"NSCLCPD",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"NSGCT",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"OCS",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"ODGC",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"OPHSC",2,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"OUTT",1,0,0,0.0140350877192982,"Macrophages","pos","Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
