id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FLYWCH1	4	0.1712	0.34391	0.956623	6759	2	-0.8431	0.6883	0.69628	1.0	12965	1	-0.8431
ANKHD1-EIF4EBP3	4	0.17125	0.34398	0.956623	6760	3	-1.491	0.65742	0.67218	1.0	12515	1	-1.491
SIRPA	4	0.17129	0.34405	0.956623	6761	3	-1.208	0.53248	0.58872	1.0	10899	1	-1.208
ZNF726	4	0.17133	0.3441	0.956623	6762	3	-1.0811	0.87253	0.87283	1.0	16512	0	-1.0811
HSPA13	4	0.17142	0.34424	0.956623	6763	3	-1.0115	0.87096	0.87123	1.0	16473	0	-1.0115
Non-TargetingControl128	4	0.17147	0.34429	0.956623	6764	3	-1.0002	0.85359	0.85397	1.0	16100	0	-1.0002
IL17A	4	0.17152	0.34437	0.956623	6765	3	-0.98575	0.54711	0.59754	1.0	11062	1	-0.98575
PKLR	4	0.17156	0.34442	0.956623	6766	2	-1.1138	0.32122	0.4568	1.0	8455	1	-1.1138
HCLS1	4	0.17165	0.34456	0.956623	6767	1	6.1244	0.002003	0.0072194	0.546082	256	3	6.1244
KCNV1	4	0.17167	0.34458	0.956623	6768	3	-1.0389	0.83706	0.83738	1.0	15748	0	-1.0389
MATN3	4	0.17169	0.34461	0.956623	6769	2	-0.27703	0.1866	0.30425	1.0	5758	2	-0.27703
MAMLD1	4	0.1717	0.34462	0.956623	6770	3	-1.6136	0.66664	0.67923	1.0	12660	1	-1.6136
SERPINA10	4	0.17171	0.34464	0.956623	6771	2	-1.3367	0.88343	0.88371	1.0	16741	0	-1.3367
TRHR	4	0.17177	0.34472	0.956623	6772	3	-1.1897	0.80763	0.80804	1.0	15158	0	-1.1897
PRM1	4	0.17179	0.34475	0.956623	6773	3	-1.2036	0.5236	0.58352	1.0	10793	1	-1.2036
SLC16A14	4	0.17187	0.34486	0.956623	6774	3	-1.1312	0.83935	0.83969	1.0	15792	0	-1.1312
BMS1	4	0.1719	0.34489	0.956623	6775	3	-0.41033	0.23441	0.35872	1.0	6693	1	-0.41033
C17orf104	4	0.1719	0.34489	0.956623	6776	1	2.9802	0.025078	0.065753	0.859621	1479	2	2.9802
ACMSD	4	0.1719	0.34489	0.956623	6777	2	-0.74999	0.82098	0.82132	1.0	15419	0	-0.74999
METTL3	4	0.1719	0.34489	0.956623	6778	1	2.08	0.080277	0.17751	0.959019	3570	2	2.08
GRAP	4	0.1719	0.34489	0.956623	6779	2	1.1458	0.1307	0.24041	0.99586	4669	2	1.1458
MOXD1	4	0.1719	0.34489	0.956623	6780	1	0.35012	0.76972	0.76984	1.0	14414	0	0.35012
ELMO1	4	0.17193	0.34495	0.956623	6781	2	-1.315	0.62827	0.65095	1.0	12070	1	-1.315
ROR2	4	0.17193	0.34495	0.956623	6782	3	-1.0028	0.76764	0.76775	1.0	14365	0	-1.0028
PPARGC1B	4	0.17195	0.34497	0.956623	6783	3	-1.1585	0.67621	0.68659	1.0	12793	1	-1.1585
TNK2	4	0.172	0.34505	0.956623	6784	3	-1.4721	0.865	0.8653	1.0	16344	0	-1.4721
ZNF488	4	0.17203	0.34509	0.956623	6785	3	-1.519	0.74092	0.74206	1.0	13872	1	-1.519
SIGLEC8	4	0.17209	0.34517	0.956623	6786	3	-1.4079	0.79262	0.79291	1.0	14853	0	-1.4079
ARL5A	4	0.17215	0.34525	0.956623	6787	1	1.4129	0.0088803	0.029695	0.752507	762	3	1.4129
CCDC178	4	0.17215	0.34526	0.956623	6788	3	-1.5421	0.27882	0.40881	1.0	7562	1	-1.5421
DUSP1	4	0.17218	0.34529	0.956623	6789	2	-1.446	0.87819	0.87848	1.0	16621	0	-1.446
ZSCAN29	4	0.17222	0.34535	0.956623	6790	2	-1.1722	0.49192	0.56528	1.0	10434	1	-1.1722
TBC1D8B	4	0.17224	0.34537	0.956623	6791	3	-1.3224	0.72701	0.72948	1.0	13611	1	-1.3224
FOXO3	4	0.1723	0.34545	0.956623	6792	3	-0.9582	0.33247	0.46952	1.0	8682	1	-0.9582
MMP16	4	0.17232	0.34549	0.956623	6793	3	-1.6594	0.87175	0.87205	1.0	16492	0	-1.6594
CHL1	4	0.17234	0.34551	0.956623	6794	2	0.38704	0.10554	0.21155	0.981306	4170	2	0.38704
MAP1A	4	0.17234	0.34551	0.956623	6795	3	-1.1111	0.83161	0.83196	1.0	15650	0	-1.1111
MAGOHB	4	0.1724	0.34562	0.956623	6796	3	-1.3634	0.89886	0.89907	1.0	17053	0	-1.3634
FAM3C	4	0.17249	0.34576	0.956623	6797	2	-0.90609	0.23895	0.36378	1.0	6774	1	-0.90609
PFKM	4	0.17254	0.34582	0.956623	6798	3	-1.012	0.93045	0.93069	1.0	17712	0	-1.012
CLUL1	4	0.17256	0.34585	0.956623	6799	3	-1.0904	0.79539	0.7957	1.0	14919	0	-1.0904
GPA33	4	0.17262	0.34593	0.956623	6800	1	0.86119	0.17318	0.28893	1.0	5508	2	0.86119
CAPG	4	0.17262	0.34593	0.956623	6801	2	-0.82073	0.018389	0.051139	0.832195	1189	1	-0.82073
BUB1	4	0.17262	0.34593	0.956623	6802	2	-0.0024188	0.46481	0.55042	1.0	10163	1	-0.0024188
XPNPEP2	4	0.17262	0.34593	0.956623	6803	2	-1.07	0.86615	0.86644	1.0	16369	0	-1.07
TPI1	4	0.17262	0.34593	0.956623	6804	2	-0.12799	0.84638	0.84671	1.0	15952	0	-0.12799
ISG15	4	0.17262	0.34593	0.956623	6805	2	-0.15851	0.32441	0.46038	1.0	8519	2	-0.15851
USP50	4	0.17267	0.34601	0.956623	6806	3	-1.1498	0.57591	0.61571	1.0	11409	1	-1.1498
PMS2	4	0.17277	0.34614	0.956623	6807	3	-1.5586	0.81035	0.81072	1.0	15210	0	-1.5586
BMP7	4	0.17283	0.34624	0.956623	6808	3	-1.0026	0.5576	0.60402	1.0	11185	1	-1.0026
TANGO2	4	0.17291	0.34634	0.956623	6809	3	-1.2975	0.92584	0.92611	1.0	17625	0	-1.2975
FDXACB1	4	0.173	0.34647	0.956623	6810	3	-1.375	0.44036	0.53734	1.0	9923	1	-1.375
SHPRH	4	0.17308	0.3466	0.956623	6811	3	-1.0009	0.83517	0.83545	1.0	15704	0	-1.0009
HES1	4	0.1731	0.34663	0.956623	6812	3	-1.5386	0.88416	0.88444	1.0	16751	0	-1.5386
PKP1	4	0.17312	0.34666	0.956623	6813	2	-0.77052	0.32269	0.45842	1.0	8482	2	-0.77052
LOC389895	4	0.17313	0.34667	0.956623	6814	3	-1.0583	0.80593	0.80626	1.0	15132	0	-1.0583
TCEA3	4	0.17314	0.34669	0.956623	6815	3	-1.0565	0.82936	0.82965	1.0	15596	0	-1.0565
LIN28A	4	0.17324	0.34684	0.956623	6816	2	1.0139	0.061862	0.14162	0.9401	2915	2	1.0139
BRS3	4	0.17326	0.34686	0.956623	6817	3	-1.3256	0.91775	0.91806	1.0	17463	0	-1.3256
OR13C2	4	0.17332	0.34695	0.956623	6818	3	-0.97351	0.91555	0.91588	1.0	17419	0	-0.97351
LEMD2	4	0.17337	0.34703	0.956623	6819	2	-1.4406	0.58576	0.62208	1.0	11528	1	-1.4406
BBS1	4	0.1734	0.34707	0.956623	6820	2	-0.9152	0.027981	0.072128	0.865676	1612	1	-0.9152
KBTBD2	4	0.17342	0.34708	0.956623	6821	3	-1.4429	0.68778	0.69587	1.0	12959	1	-1.4429
SPATA4	4	0.17348	0.34717	0.956623	6822	3	-1.5377	0.46514	0.55057	1.0	10166	1	-1.5377
MEX3A	4	0.17358	0.34732	0.956623	6823	1	-0.2347	0.11667	0.22434	0.985766	4400	1	-0.2347
LAMA1	4	0.17358	0.34732	0.956623	6824	2	1.3083	0.11568	0.22321	0.985766	4375	2	1.3083
ATP4A	4	0.17358	0.34732	0.956623	6825	1	1.9185	0.059865	0.13767	0.937538	2839	3	1.9185
HNRNPD	4	0.17358	0.34732	0.956623	6826	1	2.7715	0.015646	0.044994	0.823715	1055	3	2.7715
SIK3	4	0.17358	0.34732	0.956623	6827	1	-0.23634	0.57911	0.61776	1.0	11452	1	-0.23634
RIN3	4	0.17358	0.34732	0.956623	6828	3	-1.4355	0.15755	0.2712	1.0	5210	1	-1.4355
SMOC2	4	0.17364	0.34739	0.956623	6829	3	-1.2925	0.91293	0.91323	1.0	17359	0	-1.2925
MAP3K13	4	0.17376	0.34756	0.956623	6830	3	-1.3535	0.56954	0.61159	1.0	11339	1	-1.3535
NPTXR	4	0.17383	0.34765	0.956623	6831	3	-1.3516	0.81943	0.8198	1.0	15391	0	-1.3516
CSF2RA	4	0.17386	0.34769	0.956623	6832	3	-1.3312	0.62041	0.64545	1.0	11972	1	-1.3312
C12orf50	4	0.17389	0.34774	0.956623	6833	3	-1.1872	0.87643	0.87673	1.0	16593	0	-1.1872
IL9R	4	0.17396	0.34784	0.956623	6834	3	-1.2737	0.51697	0.57966	1.0	10716	1	-1.2737
BRWD1	4	0.17398	0.34786	0.956623	6835	2	-1.3755	0.72997	0.73206	1.0	13666	1	-1.3755
LRP1	4	0.17403	0.34794	0.956623	6836	1	0.80924	0.20622	0.32666	1.0	6134	2	0.80924
ALDH2	4	0.17405	0.34796	0.956623	6837	3	-1.2963	0.8896	0.88981	1.0	16869	0	-1.2963
CDH12	4	0.17406	0.34799	0.956623	6838	3	-1.417	0.068565	0.15497	0.95485	3137	1	-1.417
MPL	4	0.17406	0.34799	0.956623	6839	3	-1.4971	0.41973	0.52676	1.0	9722	1	-1.4971
RBP2	4	0.17408	0.34801	0.956623	6840	3	-1.3691	0.7427	0.74371	1.0	13905	1	-1.3691
C7orf77	4	0.17422	0.34823	0.956623	6841	3	-1.4396	0.85709	0.85748	1.0	16174	0	-1.4396
FRS3	4	0.17427	0.34829	0.956623	6842	3	-1.1618	0.23551	0.35991	1.0	6711	1	-1.1618
CFHR4	4	0.17433	0.34838	0.956623	6843	3	-1.001	0.45024	0.54258	1.0	10013	1	-1.001
ETV1	4	0.17437	0.34845	0.956623	6844	2	-0.81676	0.33932	0.47716	1.0	8821	2	-0.81676
PALD1	4	0.17444	0.34855	0.956623	6845	3	-1.359	0.8272	0.82754	1.0	15550	0	-1.359
MAPK8IP1	4	0.17449	0.34862	0.956623	6846	3	-1.4186	0.59299	0.62679	1.0	11616	1	-1.4186
KIAA1217	4	0.17456	0.34873	0.956623	6847	2	-0.43084	0.079074	0.17521	0.959019	3529	2	-0.43084
CTSH	4	0.17456	0.34873	0.956623	6848	2	-0.29692	0.22395	0.34687	1.0	6486	2	-0.29692
B4GALNT3	4	0.17456	0.34873	0.956623	6849	2	-1.1077	0.16565	0.28031	1.0	5361	1	-1.1077
NR2F6	4	0.17456	0.34873	0.956623	6850	3	-0.60405	0.89226	0.89244	1.0	16931	0	-0.60405
TAC3	4	0.17456	0.34873	0.956623	6851	2	0.0058298	0.49129	0.56494	1.0	10430	1	0.0058298
PSMD7	4	0.17456	0.34873	0.956623	6852	2	1.8704	0.070768	0.15922	0.957823	3213	2	1.8704
PIGS	4	0.17456	0.34873	0.956623	6853	2	-0.84129	0.89161	0.8918	1.0	16909	0	-0.84129
AKT1	4	0.17457	0.34873	0.956623	6854	2	-1.1868	0.52756	0.58584	1.0	10841	1	-1.1868
ZNF765	4	0.17459	0.34877	0.956623	6855	3	-1.2172	0.59698	0.62941	1.0	11667	1	-1.2172
GAGE12I	4	0.17462	0.3488	0.956623	6856	3	-1.3387	0.89835	0.89857	1.0	17043	0	-1.3387
C12orf57	4	0.17463	0.34881	0.956623	6857	3	-1.6423	0.76437	0.76447	1.0	14304	1	-1.6423
LMAN2	4	0.17471	0.34892	0.956623	6858	2	-1.3847	0.42372	0.52881	1.0	9761	1	-1.3847
CGRRF1	4	0.17478	0.34902	0.956623	6859	3	-1.5851	0.82932	0.82961	1.0	15594	0	-1.5851
OR2H2	4	0.17479	0.34903	0.956623	6860	2	-0.3908	0.20694	0.3275	1.0	6147	2	-0.3908
ALK	4	0.17484	0.3491	0.956623	6861	3	-1.2791	0.27005	0.39881	1.0	7392	1	-1.2791
P2RY12	4	0.17486	0.34912	0.956623	6862	3	-1.4169	0.87804	0.87833	1.0	16618	0	-1.4169
OR6A2	4	0.17487	0.34914	0.956623	6863	3	-1.6186	0.59572	0.6286	1.0	11650	1	-1.6186
AFMID	4	0.17492	0.34921	0.956623	6864	3	-1.0169	0.78734	0.78765	1.0	14748	0	-1.0169
YLPM1	4	0.17492	0.34921	0.956623	6865	2	-1.3179	0.011853	0.036457	0.787018	897	1	-1.3179
RNF207	4	0.17494	0.34925	0.956623	6866	3	-1.1804	0.8449	0.8452	1.0	15913	0	-1.1804
DPP9	4	0.17496	0.34927	0.956623	6867	3	-1.2254	0.76793	0.76806	1.0	14370	0	-1.2254
P2RX3	4	0.17497	0.34928	0.956623	6868	2	-0.4218	0.10321	0.20881	0.978809	4131	1	-0.4218
GZMA	4	0.17501	0.34934	0.956623	6869	2	0.84443	0.08107	0.179	0.959019	3603	2	0.84443
OR6M1	4	0.17502	0.34935	0.956623	6870	3	-1.4486	0.90861	0.90891	1.0	17253	0	-1.4486
GOLGA8A	4	0.17503	0.34937	0.956623	6871	3	-1.5422	0.64776	0.665	1.0	12354	1	-1.5422
HELT	4	0.17506	0.34941	0.956623	6872	3	-1.0227	0.82274	0.82309	1.0	15456	0	-1.0227
GNG11	4	0.17506	0.34941	0.956623	6873	2	-0.44402	0.028638	0.073537	0.867515	1639	2	-0.44402
IFT122	4	0.17508	0.34944	0.956623	6874	2	-0.61339	0.2781	0.40802	1.0	7549	2	-0.61339
OR5AK2	4	0.17515	0.34954	0.956623	6875	3	-1.4444	0.9154	0.91574	1.0	17416	0	-1.4444
DPYS	4	0.17516	0.34955	0.956623	6876	2	-0.24833	0.17938	0.29601	1.0	5620	2	-0.24833
GLIPR2	4	0.17524	0.34965	0.956623	6877	2	0.64978	0.016554	0.047049	0.825243	1099	2	0.64978
SPANXA2	4	0.17532	0.34975	0.956623	6878	2	-1.0724	0.31212	0.4465	1.0	8274	1	-1.0724
C1orf110	4	0.17541	0.34987	0.956623	6879	3	-1.0787	0.79673	0.79704	1.0	14947	0	-1.0787
ISL2	4	0.17542	0.34987	0.956623	6880	2	-0.94392	0.0081618	0.027679	0.741858	721	1	-0.94392
CDH20	4	0.17544	0.34991	0.956623	6881	3	-1.2163	0.62777	0.65061	1.0	12065	1	-1.2163
PTF1A	4	0.17545	0.34993	0.956623	6882	2	-1.4012	0.89342	0.89359	1.0	16955	0	-1.4012
BCL2A1	4	0.17553	0.35004	0.956623	6883	2	-1.5209	0.91412	0.91443	1.0	17387	0	-1.5209
CSRP2BP	4	0.17564	0.35019	0.956623	6884	2	-0.4366	0.44419	0.53936	1.0	9962	1	-0.4366
FBXL4	4	0.17564	0.35019	0.956623	6885	2	0.43913	0.1387	0.24962	0.999979	4831	2	0.43913
ATAD5	4	0.17564	0.35019	0.956623	6886	1	5.7237	0.0028043	0.0099953	0.60958	317	3	5.7237
APBA3	4	0.17564	0.35019	0.956623	6887	1	1.7308	0.11391	0.2212	0.985766	4332	2	1.7308
FMO2	4	0.17564	0.35019	0.956623	6888	2	0.3624	0.14193	0.25334	1.0	4893	2	0.3624
MEI4	4	0.17564	0.35019	0.956623	6889	2	-0.28718	0.31588	0.45074	1.0	8352	2	-0.28718
NARR	4	0.17564	0.35019	0.956623	6890	3	-0.86085	0.75132	0.75183	1.0	14060	1	-0.86085
GBP6	4	0.17564	0.35019	0.956623	6891	3	-1.0123	0.37059	0.50239	1.0	9296	1	-1.0123
LSS	4	0.17564	0.35019	0.956623	6892	1	0.75106	0.027804	0.071733	0.865676	1603	2	0.75106
ADCK3	4	0.17567	0.35024	0.956623	6893	2	-1.1146	0.68043	0.68996	1.0	12857	1	-1.1146
DZANK1	4	0.17575	0.35035	0.956623	6894	2	-0.43767	0.22842	0.35189	1.0	6577	2	-0.43767
RNF220	4	0.17589	0.35054	0.956623	6895	3	-1.5349	0.70047	0.70644	1.0	13162	1	-1.5349
KLRG2	4	0.17613	0.35088	0.956623	6896	2	-0.63941	0.12677	0.23593	0.99488	4592	1	-0.63941
ZNF442	4	0.17618	0.35096	0.956623	6897	2	-0.031506	0.12943	0.23896	0.995319	4644	2	-0.031506
FRAT2	4	0.17624	0.35104	0.956623	6898	2	-1.0634	0.050635	0.11921	0.92482	2493	1	-1.0634
GJD3	4	0.17636	0.3512	0.956623	6899	2	-1.2386	0.52764	0.58589	1.0	10843	1	-1.2386
SPCS2	4	0.17642	0.35128	0.956623	6900	1	1.6287	0.13714	0.24783	0.99942	4800	2	1.6287
CFC1B	4	0.17642	0.35128	0.956623	6901	3	-0.90114	0.35471	0.49451	1.0	9162	1	-0.90114
POGK	4	0.17642	0.35128	0.956623	6902	2	-1.0743	0.91276	0.91307	1.0	17355	0	-1.0743
PIM3	4	0.17679	0.3518	0.956623	6903	3	-1.5386	0.68815	0.69616	1.0	12962	1	-1.5386
HR	4	0.1768	0.35182	0.956623	6904	2	-0.98436	0.41511	0.52446	1.0	9691	1	-0.98436
TSGA10IP	4	0.17684	0.35188	0.956623	6905	1	0.46798	0.28493	0.41573	1.0	7694	2	0.46798
Non-TargetingControl91	4	0.17685	0.35189	0.956623	6906	3	-1.5778	0.86028	0.86065	1.0	16245	0	-1.5778
PECAM1	4	0.17691	0.35197	0.956623	6907	2	-1.4127	0.85489	0.85526	1.0	16134	0	-1.4127
OR10AD1	4	0.17697	0.35205	0.956623	6908	2	-1.2594	0.85296	0.85333	1.0	16082	0	-1.2594
OR11H4	4	0.17701	0.35211	0.956623	6909	3	-1.6368	0.65064	0.66716	1.0	12402	1	-1.6368
PDCL3	4	0.17718	0.35235	0.956623	6910	2	-0.98545	0.1209	0.22919	0.987619	4493	1	-0.98545
MRPS31	4	0.17718	0.35235	0.956623	6911	1	1.5116	0.15385	0.26699	1.0	5136	2	1.5116
URGCP-MRPS24	4	0.17718	0.35235	0.956623	6912	2	0.42765	0.14612	0.2582	1.0	4989	2	0.42765
HIST1H3F	4	0.17718	0.35235	0.956623	6913	2	0.012657	0.25334	0.38002	1.0	7053	2	0.012657
FARS2	4	0.17718	0.35235	0.956623	6914	3	-0.41033	0.039859	0.097083	0.904676	2077	1	-0.41033
RPS28	4	0.17718	0.35235	0.956623	6915	2	-0.20508	0.50919	0.57514	1.0	10625	1	-0.20508
PPM1E	4	0.17718	0.35235	0.956623	6916	2	-0.87942	0.89068	0.89087	1.0	16892	0	-0.87942
GIT2	4	0.17721	0.35239	0.956623	6917	3	-1.4001	0.82315	0.82351	1.0	15468	0	-1.4001
HOXD11	4	0.17723	0.35242	0.956623	6918	2	-0.48668	0.2433	0.36862	1.0	6859	2	-0.48668
EGFL7	4	0.1774	0.35267	0.956623	6919	2	-1.4802	0.383	0.50843	1.0	9400	1	-1.4802
PGA5	4	0.1775	0.35281	0.956623	6920	3	-1.5745	0.87364	0.87395	1.0	16530	0	-1.5745
CDC42BPB	4	0.17756	0.35289	0.956623	6921	2	-0.63931	0.099825	0.20486	0.976931	4058	1	-0.63931
GJC1	4	0.17758	0.35293	0.956623	6922	2	-0.96086	0.57322	0.61395	1.0	11379	1	-0.96086
CPNE1	4	0.17765	0.35303	0.956623	6923	3	-1.2262	0.86564	0.86595	1.0	16359	0	-1.2262
BICC1	4	0.1777	0.35311	0.956623	6924	3	-1.6325	0.92203	0.92233	1.0	17554	0	-1.6325
TCEAL1	4	0.17776	0.35318	0.956623	6925	2	-1.2834	0.81367	0.81401	1.0	15271	0	-1.2834
MPV17	4	0.17809	0.35368	0.956623	6926	1	-0.0030513	0.45742	0.54643	1.0	10095	1	-0.0030513
NDUFAF1	4	0.17809	0.35368	0.956623	6927	3	-1.2168	0.37697	0.50551	1.0	9355	1	-1.2168
PITX1	4	0.17809	0.35368	0.956623	6928	3	-1.1486	0.38122	0.50757	1.0	9393	1	-1.1486
MNAT1	4	0.17809	0.35368	0.956623	6929	1	2.923	0.021636	0.05832	0.853914	1322	2	2.923
CFAP61	4	0.17809	0.35368	0.956623	6930	2	0.98125	0.070768	0.15922	0.957823	3214	2	0.98125
HSPA4L	4	0.17809	0.35368	0.956623	6931	1	5.5935	0.0029099	0.010357	0.613332	326	3	5.5935
TREML2	4	0.17809	0.35368	0.956623	6932	2	-1.0227	0.6698	0.68163	1.0	12709	1	-1.0227
ZCWPW1	4	0.17825	0.35391	0.956623	6933	2	-1.4424	0.87132	0.8716	1.0	16481	0	-1.4424
DBX1	4	0.17847	0.35422	0.956623	6934	2	-1.2495	0.68095	0.69039	1.0	12865	1	-1.2495
NUMBL	4	0.17855	0.35433	0.956623	6935	2	-1.469	0.87066	0.87094	1.0	16466	0	-1.469
CSTF3	4	0.17858	0.35439	0.956623	6936	3	-0.41033	0.31753	0.4526	1.0	8381	1	-0.41033
RHOBTB2	4	0.17871	0.35458	0.956623	6937	2	-0.23704	0.07455	0.16659	0.959019	3354	2	-0.23704
PHGR1	4	0.17872	0.35459	0.956623	6938	2	0.39374	0.2003	0.31989	1.0	6019	2	0.39374
CTNNAL1	4	0.1789	0.35487	0.956623	6939	1	3.7667	0.019097	0.052721	0.836121	1220	3	3.7667
NKX2-5	4	0.17908	0.35517	0.956623	6940	3	-1.6153	0.41744	0.5256	1.0	9705	1	-1.6153
PPOX	4	0.17914	0.35525	0.956623	6941	2	-1.3982	0.74385	0.7448	1.0	13925	1	-1.3982
PLD5	4	0.17923	0.35537	0.956623	6942	3	-1.4256	0.82788	0.82819	1.0	15566	0	-1.4256
HKDC1	4	0.17923	0.35537	0.956623	6943	1	-0.013668	0.73259	0.73442	1.0	13715	1	-0.013668
ICMT	4	0.17923	0.35537	0.956623	6944	2	-0.19139	0.26574	0.39403	1.0	7299	2	-0.19139
CUEDC2	4	0.17923	0.35537	0.956623	6945	2	0.04183	0.11928	0.22734	0.985766	4464	2	0.04183
EFCAB13	4	0.17923	0.35537	0.956623	6946	3	-1.103	0.08706	0.19013	0.965815	3811	1	-1.103
UPF1	4	0.17923	0.35537	0.956623	6947	1	0.90435	0.29324	0.42517	1.0	7888	2	0.90435
C9orf50	4	0.17923	0.35537	0.956623	6948	3	-1.3233	0.50167	0.57082	1.0	10532	1	-1.3233
ADAMTS17	4	0.17936	0.35556	0.956623	6949	2	-1.5226	0.7694	0.76952	1.0	14405	0	-1.5226
SIGLEC11	4	0.1794	0.35562	0.956623	6950	3	-1.5913	0.19187	0.31027	1.0	5859	1	-1.5913
ZNF500	4	0.17944	0.35568	0.956623	6951	2	-1.2195	0.54794	0.59804	1.0	11071	1	-1.2195
PFN3	4	0.17946	0.3557	0.956623	6952	2	-0.9591	0.54828	0.59825	1.0	11076	1	-0.9591
CLIP3	4	0.17948	0.35573	0.956623	6953	2	-1.2174	0.61713	0.64311	1.0	11929	1	-1.2174
SLC2A2	4	0.1798	0.35617	0.956623	6954	2	-0.98643	0.53612	0.59085	1.0	10940	1	-0.98643
CCR5	4	0.17989	0.35631	0.956623	6955	2	0.80194	0.081791	0.18041	0.959019	3634	2	0.80194
MUC16	4	0.17999	0.35645	0.956623	6956	2	-1.1556	0.534	0.5896	1.0	10915	1	-1.1556
C15orf38-AP3S2	4	0.18009	0.3566	0.956623	6957	2	1.355	0.04958	0.1171	0.922991	2452	2	1.355
PCDHA9	4	0.18011	0.35662	0.956623	6958	2	-1.0559	0.83259	0.83292	1.0	15666	0	-1.0559
INS-IGF2	4	0.18017	0.35672	0.956623	6959	2	-1.207	0.35037	0.48967	1.0	9068	1	-1.207
GGCX	4	0.18019	0.35675	0.956623	6960	2	-0.2578	0.30541	0.43891	1.0	8125	2	-0.2578
CGB1	4	0.18019	0.35675	0.956623	6961	3	-1.1878	0.25542	0.38229	1.0	7083	1	-1.1878
CCDC53	4	0.18019	0.35675	0.956623	6962	1	2.3795	0.023079	0.061432	0.857428	1384	3	2.3795
LINS	4	0.18019	0.35675	0.956623	6963	1	-0.27642	0.86239	0.86275	1.0	16293	0	-0.27642
TAS2R9	4	0.18019	0.35675	0.956623	6964	1	2.0772	0.027896	0.071941	0.865676	1606	3	2.0772
RBKS	4	0.18019	0.35675	0.956623	6965	2	-0.49536	0.58408	0.62097	1.0	11508	1	-0.49536
BICD1	4	0.18019	0.35675	0.956623	6966	2	-0.57895	0.25987	0.38734	1.0	7175	2	-0.57895
TNFRSF1A	4	0.1805	0.35718	0.956623	6967	2	-0.89374	0.70487	0.7101	1.0	13236	1	-0.89374
RUNDC1	4	0.18081	0.35763	0.956623	6968	1	-0.16419	0.69624	0.70291	1.0	13082	1	-0.16419
ACAA2	4	0.18102	0.35793	0.956623	6969	2	-0.67565	0.30398	0.4373	1.0	8095	2	-0.67565
TMC2	4	0.18121	0.35819	0.956623	6970	1	-0.40088	0.68403	0.69283	1.0	12906	1	-0.40088
TPST2	4	0.18121	0.35819	0.956623	6971	2	-0.12723	0.2981	0.4307	1.0	7979	2	-0.12723
FOXK1	4	0.18121	0.35819	0.956623	6972	1	4.9106	0.012375	0.037653	0.789305	923	3	4.9106
OOSP2	4	0.18121	0.35819	0.956623	6973	2	-0.32741	0.14168	0.25307	1.0	4889	1	-0.32741
NPIPA1	4	0.18121	0.35819	0.956623	6974	1	4.17	0.0063937	0.021974	0.705638	603	3	4.17
RNASE11	4	0.18121	0.35819	0.956623	6975	2	-0.48925	0.26109	0.38875	1.0	7201	2	-0.48925
GTPBP8	4	0.18121	0.35819	0.956623	6976	2	-0.79323	0.23319	0.35729	1.0	6670	1	-0.79323
MUT	4	0.18121	0.35819	0.956623	6977	1	0.016716	0.48063	0.55909	1.0	10313	1	0.016716
COX11	4	0.1813	0.35833	0.956623	6978	3	-1.374	0.90511	0.90535	1.0	17183	0	-1.374
TMPRSS11E	4	0.18134	0.35838	0.956623	6979	2	-0.51481	0.25107	0.37747	1.0	7001	2	-0.51481
COMMD6	4	0.18148	0.35858	0.956623	6980	2	-1.39	0.13273	0.24274	0.996074	4716	1	-1.39
TMEM144	4	0.18154	0.35867	0.956623	6981	2	-0.30165	0.19958	0.31908	1.0	6002	2	-0.30165
TCEAL2	4	0.18158	0.35872	0.956623	6982	3	-1.6137	0.34702	0.4859	1.0	8996	1	-1.6137
PTPN4	4	0.18168	0.35888	0.956623	6983	2	-1.4754	0.83301	0.83333	1.0	15674	0	-1.4754
FBXO36	4	0.1817	0.3589	0.956623	6984	1	1.3249	0.047215	0.11236	0.922309	2358	3	1.3249
PLEKHG2	4	0.18192	0.35922	0.956623	6985	2	-0.38112	0.33043	0.46722	1.0	8645	2	-0.38112
FAM24A	4	0.18197	0.35929	0.956623	6986	3	-1.379	0.92043	0.92071	1.0	17510	0	-1.379
EIF2AK3	4	0.18198	0.3593	0.956623	6987	2	-1.1001	0.3646	0.49958	1.0	9253	1	-1.1001
USP12	4	0.182	0.35933	0.956623	6988	2	-1.4997	0.9282	0.92847	1.0	17671	0	-1.4997
RNF34	4	0.18208	0.35945	0.956623	6989	2	-1.3803	0.45855	0.54703	1.0	10107	1	-1.3803
STRA8	4	0.18218	0.35959	0.956623	6990	3	-1.5175	0.91271	0.91302	1.0	17353	0	-1.5175
ATP5L2	4	0.18236	0.35987	0.956623	6991	2	1.2556	0.11935	0.22743	0.985766	4467	2	1.2556
CXorf38	4	0.18236	0.35987	0.956623	6992	1	0.48926	0.33188	0.46884	1.0	8670	2	0.48926
ACY1	4	0.18236	0.35987	0.956623	6993	2	-0.89578	0.87414	0.87443	1.0	16545	0	-0.89578
APOH	4	0.18236	0.35987	0.956623	6994	1	0.76289	0.21908	0.34131	1.0	6381	2	0.76289
HLA-DQB2	4	0.18236	0.35987	0.956623	6995	1	6.4761	0.0016649	0.0060153	0.49356	236	3	6.4761
