"ID","Description","NES","pvalue","p.adjust","GeneRatio","BgRatio","geneID","geneName","Count","BG","Study","Freq","total_study","celltype","regulators","-log10(Padj)"
"REACTOME_9020958","Interleukin-21 signaling",4.26962199620314,0.00127306420429416,0.0180721701728472,"2/94","10/17332","3716/6772","JAK1/STAT1",2,10,"2020_Nature_Lawson_RencaHA",14,19,"Tcells","pos",1.7429896926244
"GOBP_RESPONSE_TO_VIRUS","RESPONSE TO VIRUS",3.85900700624877,0.0012836668658123,0.0180961370666595,"8/94","391/17332","6772/3459/3460/6773/5970/5610/3454/3455","STAT1/IFNGR1/IFNGR2/STAT2/RELA/EIF2AK2/IFNAR1/IFNAR2",8,391,"2020_Nature_Lawson_RencaHA",8,19,"Tcells","pos",1.74241412290334
"KEGG_hsa05208","Chemical carcinogenesis",2.62610840889096,0.00134692306486039,0.0188569229080454,"6/94","223/17332","5970/4720/5795/4702/4696/4729","RELA/NDUFS2/PTPRJ/NDUFA8/NDUFA3/NDUFV2",6,223,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.72452917443458
"KEGG_hsa05016","Huntington disease",3.23456504871323,0.00137763157929389,0.019154740451826,"7/94","306/17332","1175/5693/4720/5978/4702/4696/4729","AP2S1/PSMB5/NDUFS2/REST/NDUFA8/NDUFA3/NDUFV2",7,306,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.71772372836393
"GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","NEGATIVE REGULATION OF APOPTOTIC SIGNALING
 PATHWAY",2.63980688843211,0.00147468184130343,0.0203646539989521,"6/94","227/17332","3383/5970/84447/4335/5859/55011","ICAM1/RELA/SYVN1/MNT/QARS1/PIH1D1",6,227,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.69112296429747
"BIOCARTA_EPONFKB_PATHWAY","EPONFKB PATHWAY",1.734563302966,0.00155047828832416,0.0208747966323682,"2/94","11/17332","3717/5970","JAK2/RELA",2,11,"2020_Nature_Lawson_RencaHA",5,19,"Tcells","pos",1.68037774683217
"REACTOME_3371378","Regulation by c-FLIP",1.53129055423129,0.00155047828832416,0.0208747966323682,"2/94","11/17332","355/8717","FAS/TRADD",2,11,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.68037774683217
"REACTOME_69416","Dimerization of procaspase-8",1.53129055423129,0.00155047828832416,0.0208747966323682,"2/94","11/17332","355/8717","FAS/TRADD",2,11,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.68037774683217
"GOBP_CELLULAR_GLUCOSE_HOMEOSTASIS","CELLULAR GLUCOSE HOMEOSTASIS",2.06238115035149,0.00155275580861458,0.0208747966323682,"5/94","155/17332","4221/3383/91942/55011/5467","MEN1/ICAM1/NDUFAF2/PIH1D1/PPARD",5,155,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.68037774683217
"GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT","ATP SYNTHESIS COUPLED ELECTRON TRANSPORT
",2.28229132662586,0.00157480556704562,0.021031942770412,"4/94","92/17332","4720/4702/4696/4729","NDUFS2/NDUFA8/NDUFA3/NDUFV2",4,92,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.67712060864989
"GOBP_CELLULAR_RESPIRATION","CELLULAR RESPIRATION",2.64881711829073,0.0016114925765957,0.0213812413757469,"6/94","231/17332","92014/4720/4702/4696/4729/3454","SLC25A51/NDUFS2/NDUFA8/NDUFA3/NDUFV2/IFNAR1",6,231,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.66996708364613
"GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN","RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN
",1.88917214776228,0.00168948593040858,0.0222704963553859,"5/94","158/17332","23071/5610/80267/51009/267","ERP44/EIF2AK2/EDEM3/DERL2/AMFR",5,158,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.65227010348671
"GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS","NEGATIVE REGULATION OF MRNA METABOLIC
 PROCESS",1.44703829175686,0.00170463634175091,0.0223252372500281,"4/94","94/17332","11044/7812/1994/3182","TENT4A/CSDE1/ELAVL1/HNRNPAB",4,94,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.65120391717265
"GOBP_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION","NEGATIVE REGULATION OF HISTONE H3
 K9 METHYLATION",1.1781361728172,0.00185401295601818,0.023820546207069,"2/94","12/17332","9682/55011","KDM4A/PIH1D1",2,12,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.62304828433114
"GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY","NEGATIVE REGULATION OF NUCLEAR TRANSCRIBED
 MRNA CATABOLIC PROCESS DEADENYLATION DEPENDENT
 DECAY",0.850559508462975,0.00185401295601818,0.023820546207069,"2/94","12/17332","11044/7812","TENT4A/CSDE1",2,12,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.62304828433114
"GOBP_REGULATION_OF_HISTONE_H3_K9_TRIMETHYLATION","REGULATION OF HISTONE H3 K9
 TRIMETHYLATION",1.1781361728172,0.00185401295601818,0.023820546207069,"2/94","12/17332","9682/55011","KDM4A/PIH1D1",2,12,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.62304828433114
"GOBP_RESPONSE_TO_INTERLEUKIN_6","RESPONSE TO INTERLEUKIN 6",3.50155330616445,0.00198083281571612,0.0252009308386098,"3/94","46/17332","3716/3717/5970","JAK1/JAK2/RELA",3,46,"2020_Nature_Lawson_RencaHA",4,19,"Tcells","pos",1.59858341752775
"KEGG_hsa03015","mRNA surveillance pathway",1.43088759288561,0.00198628026314166,0.0252009308386098,"4/94","98/17332","55012/29107/9887/7919","PPP2R3C/NXT1/SMG7/DDX39B",4,98,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.59858341752775
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN","ANTIGEN PROCESSING AND PRESENTATION OF
 EXOGENOUS ANTIGEN",2.30139522902992,0.00210763631279235,0.0257689946982671,"3/94","47/17332","567/6890/5720","B2M/TAP1/PSME1",3,47,"2020_Nature_Lawson_RencaHA",9,19,"Tcells","pos",1.5889025238438
"GOBP_MICROGLIAL_CELL_ACTIVATION","MICROGLIAL CELL ACTIVATION",3.22454765094618,0.00210763631279235,0.0257689946982671,"3/94","47/17332","3459/3460/3717","IFNGR1/IFNGR2/JAK2",3,47,"2020_Nature_Lawson_RencaHA",12,19,"Tcells","pos",1.5889025238438
"PID_IL6_7_PATHWAY","IL6 7 PATHWAY",4.5811259312763,0.00210763631279235,0.0257689946982671,"3/94","47/17332","3716/6772/3717","JAK1/STAT1/JAK2",3,47,"2020_Nature_Lawson_RencaHA",13,19,"Tcells","pos",1.5889025238438
"REACTOME_6783783","Interleukin-10 signaling",3.49280887938121,0.00210763631279235,0.0257689946982671,"3/94","47/17332","3716/7132/3383","JAK1/TNFRSF1A/ICAM1",3,47,"2020_Nature_Lawson_RencaHA",6,19,"Tcells","pos",1.5889025238438
"KEGG_hsa04933","AGE-RAGE signaling pathway in diabetic
 complications",3.36808121621148,0.00213850628772374,0.0257689946982671,"4/94","100/17332","6772/3717/3383/5970","STAT1/JAK2/ICAM1/RELA",4,100,"2020_Nature_Lawson_RencaHA",4,19,"Tcells","pos",1.5889025238438
"GOBP_ELECTRON_TRANSPORT_CHAIN","ELECTRON TRANSPORT CHAIN",2.59793016966942,0.00215286366230046,0.0257689946982671,"5/94","167/17332","92014/4720/4702/4696/4729","SLC25A51/NDUFS2/NDUFA8/NDUFA3/NDUFV2",5,167,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.5889025238438
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS","POSITIVE REGULATION OF CELLULAR AMIDE
 METABOLIC PROCESS",2.26522789268559,0.00215286366230046,0.0257689946982671,"5/94","167/17332","3459/5970/11044/7812/1994","IFNGR1/RELA/TENT4A/CSDE1/ELAVL1",5,167,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.5889025238438
"BIOCARTA_IL10_PATHWAY","IL10 PATHWAY",4.26962199620314,0.00218338280202066,0.0257689946982671,"2/94","13/17332","3716/6772","JAK1/STAT1",2,13,"2020_Nature_Lawson_RencaHA",14,19,"Tcells","pos",1.5889025238438
"GOBP_REGULATION_OF_RETROGRADE_PROTEIN_TRANSPORT_ER_TO_CYTOSOL","REGULATION OF RETROGRADE PROTEIN TRANSPORT
 ER TO CYTOSOL",1.06459384481991,0.00218338280202066,0.0257689946982671,"2/94","13/17332","7327/51009","UBE2G2/DERL2",2,13,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.5889025238438
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION","REGULATION OF SKELETAL MUSCLE CELL
 PROLIFERATION",1.58309774647462,0.00218338280202066,0.0257689946982671,"2/94","13/17332","3717/5467","JAK2/PPARD",2,13,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.5889025238438
"REACTOME_5218900","CASP8 activity is inhibited",1.53129055423129,0.00218338280202066,0.0257689946982671,"2/94","13/17332","355/8717","FAS/TRADD",2,13,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.5889025238438
"REACTOME_5357786","TNFR1-induced proapoptotic signaling",1.27270930798462,0.00218338280202066,0.0257689946982671,"2/94","13/17332","7132/8717","TNFRSF1A/TRADD",2,13,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.5889025238438
"KEGG_hsa04064","NF-kappa B signaling pathway",2.05583693292174,0.0024667894710975,0.0287792104961375,"4/94","104/17332","7132/3383/5970/8717","TNFRSF1A/ICAM1/RELA/TRADD",4,104,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.54092112429358
"KEGG_hsa04620","Toll-like receptor signaling pathway",2.40582809121402,0.0024667894710975,0.0287792104961375,"4/94","104/17332","6772/5970/3454/3455","STAT1/RELA/IFNAR1/IFNAR2",4,104,"2020_Nature_Lawson_RencaHA",7,19,"Tcells","pos",1.54092112429358
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB","ANTIGEN PROCESSING AND PRESENTATION VIA
 MHC CLASS IB",2.71881659117803,0.0025383046911891,0.029277037063147,"2/94","14/17332","567/6891","B2M/TAP2",2,14,"2020_Nature_Lawson_RencaHA",14,19,"Tcells","pos",1.53347287748513
"GOBP_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION","NEPHRON TUBULE EPITHELIAL CELL DIFFERENTIATION
",2.74526584526363,0.0025383046911891,0.029277037063147,"2/94","14/17332","6772/25937","STAT1/WWTR1",2,14,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.53347287748513
"REACTOME_6785807","Interleukin-4 and Interleukin-13 signaling",4.7073084238601,0.0028281949883616,0.0324363606009834,"4/94","108/17332","3716/6772/3717/3383","JAK1/STAT1/JAK2/ICAM1",4,108,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.48896788009522
"GOBP_COPII_COATED_VESICLE_CARGO_LOADING","COPII COATED VESICLE CARGO LOADING
",0.838880912318012,0.00291849774279134,0.0329141689881468,"2/94","15/17332","56681/22872","SAR1A/SEC31A",2,15,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.48261710543346
"GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION","POSITIVE REGULATION OF HOMOTYPIC CELL
 CELL ADHESION",3.50168419778065,0.00291849774279134,0.0329141689881468,"2/94","15/17332","3716/3717","JAK1/JAK2",2,15,"2020_Nature_Lawson_RencaHA",12,19,"Tcells","pos",1.48261710543346
"GOBP_SKELETAL_MUSCLE_CELL_PROLIFERATION","SKELETAL MUSCLE CELL PROLIFERATION",1.58309774647462,0.00291849774279134,0.0329141689881468,"2/94","15/17332","3717/5467","JAK2/PPARD",2,15,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.48261710543346
"GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT","REGULATION OF EPITHELIAL CELL DIFFERENTIATION
 INVOLVED IN KIDNEY DEVELOPMENT",2.74526584526363,0.00332368331480452,0.0372766692212883,"2/94","16/17332","6772/25937","STAT1/WWTR1",2,16,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.42856290005838
"GOBP_AEROBIC_RESPIRATION","AEROBIC RESPIRATION",2.59793016966942,0.00350557509799878,0.0391006453238326,"5/94","187/17332","92014/4720/4702/4696/4729","SLC25A51/NDUFS2/NDUFA8/NDUFA3/NDUFV2",5,187,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.40781607487352
"GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION","PEPTIDYL LYSINE TRIMETHYLATION",1.37957670272465,0.003657644825265,0.0405307315227657,"3/94","57/17332","9682/23067/55011","KDM4A/SETD1B/PIH1D1",3,57,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.39221555778228
"KEGG_hsa05014","Amyotrophic lateral sclerosis",3.21104245865881,0.00370114006681036,0.0405307315227657,"7/94","365/17332","7132/5693/29107/4720/4702/4696/4729","TNFRSF1A/PSMB5/NXT1/NDUFS2/NDUFA8/NDUFA3/NDUFV2",7,365,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.39221555778228
"BIOCARTA_PML_PATHWAY","PML PATHWAY",2.06001038554428,0.00375358498831525,0.0405307315227657,"2/94","17/17332","7132/355","TNFRSF1A/FAS",2,17,"2020_Nature_Lawson_RencaHA",7,19,"Tcells","pos",1.39221555778228
"GOBP_HISTONE_H3_K9_TRIMETHYLATION","HISTONE H3 K9 TRIMETHYLATION",1.1781361728172,0.00375358498831525,0.0405307315227657,"2/94","17/17332","9682/55011","KDM4A/PIH1D1",2,17,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.39221555778228
"GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS","POSITIVE REGULATION OF NITRIC OXIDE
 SYNTHASE BIOSYNTHETIC PROCESS",3.00422602065193,0.00375358498831525,0.0405307315227657,"2/94","17/17332","6772/3717","STAT1/JAK2",2,17,"2020_Nature_Lawson_RencaHA",11,19,"Tcells","pos",1.39221555778228
"REACTOME_6788467","IL-6-type cytokine receptor ligand interactions
",3.50168419778065,0.00375358498831525,0.0405307315227657,"2/94","17/17332","3716/3717","JAK1/JAK2",2,17,"2020_Nature_Lawson_RencaHA",11,19,"Tcells","pos",1.39221555778228
"KEGG_hsa04071","Sphingolipid signaling pathway",1.75934640051346,0.00400575890378246,0.0430248178554413,"4/94","119/17332","7132/5970/55012/8717","TNFRSF1A/RELA/PPP2R3C/TRADD",4,119,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.36628095957203
"REACTOME_140534","Caspase activation via Death Receptors
 in the presence of ligand
",1.53129055423129,0.00420792855202042,0.0449357720114472,"2/94","18/17332","355/8717","FAS/TRADD",2,18,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.3474077925862
"REACTOME_5607761","Dectin-1 mediated noncanonical NF-kB signaling
",1.521401381481,0.00422794702176671,0.0449357720114472,"3/94","60/17332","5970/5693/5720","RELA/PSMB5/PSME1",3,60,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.3474077925862
"KEGG_hsa05130","Pathogenic Escherichia coli infection",2.3982930443123,0.00437271844027012,0.0462323876757726,"5/94","197/17332","7132/355/5970/9170/8717","TNFRSF1A/FAS/RELA/LPAR2/TRADD",5,197,"2020_Nature_Lawson_RencaHA",4,19,"Tcells","pos",1.33505367680558
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS","NUCLEAR TRANSCRIBED MRNA CATABOLIC PROCESS
",1.4901948889541,0.00450532659462873,0.0473876320574939,"4/94","123/17332","11044/7812/3182/9887","TENT4A/CSDE1/HNRNPAB/SMG7",4,123,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.32433499229358
"GOBP_MRNA_EXPORT_FROM_NUCLEUS","MRNA EXPORT FROM NUCLEUS",1.23777779972891,0.00463647522785654,0.0485156943945813,"3/94","62/17332","29107/9887/7919","NXT1/SMG7/DDX39B",3,62,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.31411774827632
"GOBP_RESPONSE_TO_MONOSACCHARIDE","RESPONSE TO MONOSACCHARIDE",2.06238115035149,0.00475904677817565,0.0495428972292132,"5/94","201/17332","4221/3383/91942/55011/5467","MEN1/ICAM1/NDUFAF2/PIH1D1/PPARD",5,201,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.30501859981178
"KEGG_hsa05415","Diabetic cardiomyopathy",2.51467449132543,0.0049610549075743,0.0513823543998767,"5/94","203/17332","5970/4720/4702/4696/4729","RELA/NDUFS2/NDUFA8/NDUFA3/NDUFV2",5,203,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.28918599973008
"KEGG_hsa05203","Viral carcinogenesis",2.84282762215203,0.00506431189805886,0.0516341988462222,"5/94","204/17332","3716/5970/5610/7532/8717","JAK1/RELA/EIF2AK2/YWHAG/TRADD",5,204,"2020_Nature_Lawson_RencaHA",6,19,"Tcells","pos",1.28706255708335
"PID_IL4_2PATHWAY","IL4 2PATHWAY",3.21332230720528,0.00506810821161636,0.0516341988462222,"3/94","64/17332","3716/3717/2113","JAK1/JAK2/ETS1",3,64,"2020_Nature_Lawson_RencaHA",7,19,"Tcells","pos",1.28706255708335
"GOBP_GLYCOPROTEIN_METABOLIC_PROCESS","GLYCOPROTEIN METABOLIC PROCESS",2.42179367336804,0.00515412043777385,0.0516341988462222,"7/94","388/17332","23071/84447/5589/80267/267/7841/5467","ERP44/SYVN1/PRKCSH/EDEM3/AMFR/MOGS/PPARD",7,388,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.28706255708335
"GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION","NEGATIVE REGULATION OF ESTABLISHMENT OF
 PROTEIN LOCALIZATION",1.64193219815744,0.00518678793714792,0.0516341988462222,"4/94","128/17332","7327/91942/5978/51009","UBE2G2/NDUFAF2/REST/DERL2",4,128,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.28706255708335
"BIOCARTA_GSK3_PATHWAY","GSK3 PATHWAY",0.975575810868753,0.00518885545055632,0.0516341988462222,"2/94","20/17332","5970/5610","RELA/EIF2AK2",2,20,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.28706255708335
"GOBP_METANEPHRIC_TUBULE_DEVELOPMENT","METANEPHRIC TUBULE DEVELOPMENT",2.74526584526363,0.00518885545055632,0.0516341988462222,"2/94","20/17332","6772/25937","STAT1/WWTR1",2,20,"2020_Nature_Lawson_RencaHA",4,19,"Tcells","pos",1.28706255708335
"GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION","POSITIVE REGULATION OF AMYLOID BETA
 FORMATION",1.89613868895601,0.00518885545055632,0.0516341988462222,"2/94","20/17332","3459/5970","IFNGR1/RELA",2,20,"2020_Nature_Lawson_RencaHA",5,19,"Tcells","pos",1.28706255708335
"REACTOME_9670439","Signaling by phosphorylated juxtamembrane, extracellular
 and kinase domain KIT mutants
",3.00422602065193,0.00518885545055632,0.0516341988462222,"2/94","20/17332","6772/3717","STAT1/JAK2",2,20,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.28706255708335
"PID_CD8_TCR_DOWNSTREAM_PATHWAY","CD8 TCR DOWNSTREAM PATHWAY",1.6175707442762,0.00529270148401578,0.0524106537197661,"3/94","65/17332","567/3454/3455","B2M/IFNAR1/IFNAR2",3,65,"2020_Nature_Lawson_RencaHA",4,19,"Tcells","pos",1.28058042329461
"KEGG_hsa04060","Cytokine-cytokine receptor interaction",3.48372113284868,0.00538394365551396,0.0530553670907444,"6/94","295/17332","3459/3460/7132/355/3454/3455","IFNGR1/IFNGR2/TNFRSF1A/FAS/IFNAR1/IFNAR2",6,295,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.27527067623025
"GOBP_RNA_STABILIZATION","RNA STABILIZATION",1.16650782167242,0.00552320348116203,0.0541647491147774,"3/94","66/17332","11044/7812/1994","TENT4A/CSDE1/ELAVL1",3,66,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.2662832641176
"BIOCARTA_IL6_PATHWAY","IL6 PATHWAY",3.50168419778065,0.0057149012627343,0.054892494689973,"2/94","21/17332","3716/3717","JAK1/JAK2",2,21,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.2604870314616
"GOBP_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS","NITRIC OXIDE SYNTHASE BIOSYNTHETIC PROCESS
",3.00422602065193,0.0057149012627343,0.054892494689973,"2/94","21/17332","6772/3717","STAT1/JAK2",2,21,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.2604870314616
"GOBP_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT","NUCLEOTIDE TRANSMEMBRANE TRANSPORT",1.40824468336198,0.0057149012627343,0.054892494689973,"2/94","21/17332","81034/92014","SLC25A32/SLC25A51",2,21,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.2604870314616
"GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING","POSITIVE REGULATION OF NIK NF
 KAPPAB SIGNALING",1.14581632985151,0.00575965584678042,0.054892494689973,"3/94","67/17332","5970/5610/8717","RELA/EIF2AK2/TRADD",3,67,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.2604870314616
"GOBP_PROTEIN_K48_LINKED_UBIQUITINATION","PROTEIN K48 LINKED UBIQUITINATION",1.54038522916223,0.00575965584678042,0.054892494689973,"3/94","67/17332","7327/84447/267","UBE2G2/SYVN1/AMFR",3,67,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.2604870314616
"REACTOME_1169091","Activation of NF-kappaB in B
 cells",1.521401381481,0.00575965584678042,0.054892494689973,"3/94","67/17332","5970/5693/5720","RELA/PSMB5/PSME1",3,67,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.2604870314616
"KEGG_hsa00190","Oxidative phosphorylation",2.28229132662586,0.00609181010101272,0.0577867967525973,"4/94","134/17332","4720/4702/4696/4729","NDUFS2/NDUFA8/NDUFA3/NDUFV2",4,134,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.23817137875092
"KEGG_hsa05417","Lipid and atherosclerosis",3.20103873717222,0.00630292516658478,0.0595113399449633,"5/94","215/17332","3717/7132/355/3383/5970","JAK2/TNFRSF1A/FAS/ICAM1/RELA",5,215,"2020_Nature_Lawson_RencaHA",5,19,"Tcells","pos",1.22540027114081
"KEGG_hsa04210","Apoptosis",2.31027361855359,0.00641538644546922,0.0602927522421413,"4/94","136/17332","7132/355/5970/8717","TNFRSF1A/FAS/RELA/TRADD",4,136,"2020_Nature_Lawson_RencaHA",10,19,"Tcells","pos",1.21973489101782
"KEGG_hsa04917","Prolactin signaling pathway",3.07857307473338,0.00650511382309951,0.060854290603189,"3/94","70/17332","6772/3717/5970","STAT1/JAK2/RELA",3,70,"2020_Nature_Lawson_RencaHA",7,19,"Tcells","pos",1.21570879591218
"GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT","NUCLEOBASE CONTAINING COMPOUND TRANSPORT",1.98514547373519,0.00667466820202077,0.0616833989111903,"5/94","218/17332","81034/92014/29107/9887/7919","SLC25A32/SLC25A51/NXT1/SMG7/DDX39B",5,218,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.20983170357408
"GOBP_HISTONE_H3_K4_METHYLATION","HISTONE H3 K4 METHYLATION",1.39442354082973,0.00676576050797493,0.0616833989111903,"3/94","71/17332","4221/23067/55011","MEN1/SETD1B/PIH1D1",3,71,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.20983170357408
"BIOCARTA_GLEEVEC_PATHWAY","GLEEVEC PATHWAY",3.00422602065193,0.00683682992858021,0.0616833989111903,"2/94","23/17332","6772/3717","STAT1/JAK2",2,23,"2020_Nature_Lawson_RencaHA",11,19,"Tcells","pos",1.20983170357408
"BIOCARTA_TH1TH2_PATHWAY","TH1TH2 PATHWAY",2.6741787382943,0.00683682992858021,0.0616833989111903,"2/94","23/17332","3459/3460","IFNGR1/IFNGR2",2,23,"2020_Nature_Lawson_RencaHA",9,19,"Tcells","pos",1.20983170357408
"GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA","CELLULAR RESPONSE TO INTERFERON BETA
",2.56405435115448,0.00683682992858021,0.0616833989111903,"2/94","23/17332","6772/7327","STAT1/UBE2G2",2,23,"2020_Nature_Lawson_RencaHA",6,19,"Tcells","pos",1.20983170357408
"GOBP_DECIDUALIZATION","DECIDUALIZATION",1.05181635416423,0.00683682992858021,0.0616833989111903,"2/94","23/17332","4221/5467","MEN1/PPARD",2,23,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.20983170357408
"GOBP_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION","NEGATIVE REGULATION OF HISTONE METHYLATION
",1.1781361728172,0.00683682992858021,0.0616833989111903,"2/94","23/17332","9682/55011","KDM4A/PIH1D1",2,23,"2020_Nature_Lawson_RencaHA",1,19,"Tcells","pos",1.20983170357408
"PID_NFKAPPAB_CANONICAL_PATHWAY","NFKAPPAB CANONICAL PATHWAY",1.51713376150009,0.00683682992858021,0.0616833989111903,"2/94","23/17332","7132/5970","TNFRSF1A/RELA",2,23,"2020_Nature_Lawson_RencaHA",3,19,"Tcells","pos",1.20983170357408
"GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS","PROTEASOME MEDIATED UBIQUITIN DEPENDENT PROTEIN
 CATABOLIC PROCESS",2.58461976911465,0.00718206243965608,0.0639294145409217,"7/94","413/17332","6400/7327/84447/25937/80267/51009/267","SEL1L/UBE2G2/SYVN1/WWTR1/EDEM3/DERL2/AMFR",7,413,"2020_Nature_Lawson_RencaHA",2,19,"Tcells","pos",1.19429927277263
"REACTOME_1169408","ISG15 antiviral mechanism",3.93577176921673,0.0073055116431179,0.0639294145409217,"3/94","73/17332","3716/6772/5610","JAK1/STAT1/EIF2AK2",3,73,"2020_Nature_Lawson_RencaHA",6,19,"Tcells","pos",1.19429927277263
"REACTOME_8939902","Regulation of RUNX2 expression and
 activity",2.60097400659284,0.0073055116431179,0.0639294145409217,"3/94","73/17332","6772/5693/5720","STAT1/PSMB5/PSME1",3,73,"2020_Nature_Lawson_RencaHA",5,19,"Tcells","pos",1.19429927277263
"GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT","REGULATION OF INTRACELLULAR PROTEIN TRANSPORT
",2.28806817847269,0.00732803272783729,0.0639294145409217,"5/94","223/17332","3717/7327/5116/56681/51009","JAK2/UBE2G2/PCNT/SAR1A/DERL2",5,223,"2020_Nature_Lawson_RencaHA",5,19,"Tcells","pos",1.19429927277263
