id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
AW146154	4	0.46046	0.54098	0.881538	12439	2	-3.0858	0.81342	0.85233	1.0	15625	0	0
Gm20594	4	0.46046	0.54098	0.881538	12440	2	-2.8721	0.18869	0.30675	1.0	5605	1	5.0548
Arhgef18	4	0.46046	0.54098	0.881538	12441	2	-3.0584	0.45198	0.51881	1.0	9573	1	2.8304
Krtap9-3	4	0.46046	0.54098	0.881538	12442	1	-5.5774	0.085904	0.15327	0.920867	3223	1	4.8772
Krt10	4	0.46046	0.54098	0.881538	12443	2	-3.2032	0.59821	0.63299	1.0	11690	1	2.3138
Emc7	4	0.46046	0.54098	0.881538	12444	2	-3.3319	0.084005	0.15181	0.920867	3177	1	4.9286
Tenm2	4	0.46046	0.54098	0.881538	12445	2	-1.9186	0.55843	0.59699	1.0	11053	1	2.6617
Psg17	4	0.46046	0.54098	0.881538	12446	1	-5.5774	0.045121	0.10492	0.920867	2052	2	4.6044
Mgst1	4	0.46046	0.54098	0.881538	12447	1	-2.7813	0.85494	0.89156	1.0	16453	0	0
Sync	4	0.46046	0.54098	0.881538	12448	1	-5.5774	0.12242	0.19438	0.967717	4098	2	3.9236
Rxfp1	4	0.46046	0.54098	0.881538	12449	2	-3.3469	0.61495	0.64349	1.0	11963	1	1.9631
Ski	4	0.46046	0.54098	0.881538	12450	2	-3.127	0.29172	0.43315	1.0	7788	1	3.8522
Ces1a	4	0.46046	0.54098	0.881538	12451	2	-3.3064	0.62718	0.6587	1.0	12174	1	2.0587
Zdhhc3	4	0.46046	0.54098	0.881538	12452	1	-5.5774	0.30734	0.44362	1.0	7960	1	3.6618
Immt	4	0.46046	0.54098	0.881538	12453	2	-3.0289	0.69762	0.73546	1.0	13373	1	0.46127
Galm	4	0.46064	0.54098	0.881538	12454	2	-1.3904	0.22	0.34142	1.0	6307	2	2.5321
Trib3	4	0.46072	0.54098	0.881538	12455	2	-2.0859	0.67589	0.7085	1.0	12974	1	1.748
Smox	4	0.46088	0.54098	0.881538	12456	2	-3.3889	0.49319	0.5443	1.0	10116	1	2.8237
Elf3	4	0.461	0.54098	0.881538	12457	2	-3.1182	0.27741	0.42862	1.0	7639	2	2.4412
Xlr3c	4	0.46106	0.54098	0.881538	12458	2	-1.1718	0.67877	0.71144	1.0	13032	1	1.9033
Stk11ip	4	0.46113	0.54098	0.881538	12459	2	-1.6833	0.59762	0.63299	1.0	11681	1	1.9255
Dbndd2	4	0.46141	0.54098	0.881538	12460	2	-1.2615	0.35501	0.47374	1.0	8464	1	3.0825
Odf3	4	0.46145	0.54098	0.881538	12461	2	-2.4794	0.30016	0.43921	1.0	7886	1	3.5202
Eif2b4	1	0.46154	0.40743	0.835322	12462	1	-2.027	0.53846	0.59257	1.0	10768	0	0
Psmd13	1	0.46154	0.40743	0.835322	12463	1	-2.027	0.53846	0.59257	1.0	10767	0	0
B3galnt1	4	0.46158	0.54098	0.881538	12464	2	-1.4315	0.85496	0.89156	1.0	16455	0	0
Palm	4	0.46166	0.54098	0.881538	12465	2	-3.4274	0.76894	0.8069	1.0	14786	0	0
Fam170a	4	0.4619	0.54098	0.881538	12466	2	-3.3759	0.23736	0.36328	1.0	6705	1	4.4414
Itm2b	4	0.4619	0.54098	0.881538	12467	2	-3.3362	0.77819	0.81512	1.0	14960	0	0
Rbm3	4	0.46197	0.54098	0.881538	12468	2	-3.1332	0.86717	0.90059	1.0	16664	0	0
Atf6	4	0.46203	0.54098	0.881538	12469	2	-1.352	0.89234	0.92324	1.0	17158	0	0
Tmppe	4	0.46213	0.54098	0.881538	12470	2	-1.2524	0.75126	0.78701	1.0	14410	0	0
Gm21671	3	0.46227	0.51622	0.876287	12471	2	-1.1326	0.59665	0.63253	1.0	11629	0	-0.69164
Pdia2	4	0.46228	0.54098	0.881538	12472	2	-1.9087	0.87771	0.90766	1.0	16883	0	0
P2rx7	4	0.46238	0.54098	0.881538	12473	2	-2.0033	0.54025	0.58176	1.0	10792	1	2.5034
Nudt15	3	0.46242	0.51622	0.876287	12474	2	-0.33421	0.30037	0.36646	1.0	7890	1	2.7717
Setd8	3	0.46245	0.51622	0.876287	12475	2	-2.3511	0.23127	0.31913	1.0	6561	1	3.437
Slc2a7	3	0.46248	0.51622	0.876287	12476	2	-1.6903	0.86615	0.90779	1.0	16642	0	0
F8	3	0.46248	0.51622	0.876287	12477	1	-5.0966	0.13529	0.2196	1.0	4390	1	5.2102
Adss	3	0.46248	0.51622	0.876287	12478	1	-5.0966	0.37213	0.41065	1.0	8644	1	2.7165
Sumo3	4	0.46252	0.54098	0.881538	12479	2	-3.3634	0.69201	0.72645	1.0	13270	1	1.9714
Fam134a	4	0.46269	0.54098	0.881538	12480	1	-4.2834	0.57383	0.61212	1.0	11285	1	2.2887
Gm5169	4	0.46275	0.54098	0.881538	12481	1	-4.3008	0.023347	0.053143	0.88656	1196	3	3.1128
Erich6	4	0.46314	0.54098	0.881538	12482	2	-3.3043	0.20554	0.3235	1.0	5967	2	3.1774
Mafb	4	0.46325	0.54098	0.881538	12483	2	-1.8577	0.14434	0.22865	1.0	4609	1	5.6931
Gm10697	4	0.46332	0.54098	0.881538	12484	2	-3.0876	0.01743	0.045916	0.88656	949	2	5.3325
Dnajb8	4	0.46345	0.54098	0.881538	12485	2	-2.7939	0.085254	0.15327	0.920867	3207	2	3.5701
Tmem200a	4	0.46358	0.54098	0.881538	12486	2	-1.6754	0.54763	0.58785	1.0	10896	1	2.6895
Snx24	4	0.46369	0.54098	0.881538	12487	2	-1.4916	0.23614	0.36086	1.0	6677	1	4.2488
Rnasel	4	0.46382	0.54168	0.881538	12488	2	-1.5124	0.046044	0.10669	0.920867	2089	2	4.884
Tmco3	4	0.46387	0.54168	0.881538	12489	2	-2.2715	0.81783	0.85523	1.0	15711	0	0
Pqlc1	4	0.46389	0.54168	0.881538	12490	2	-1.1587	0.24557	0.37175	1.0	6880	1	4.278
Npas4	4	0.46396	0.54168	0.881538	12491	2	-1.5058	0.0084497	0.02703	0.88656	545	2	5.2081
Nipa2	4	0.464	0.54168	0.881538	12492	2	-3.094	0.70574	0.737	1.0	13497	0	0
Paqr3	4	0.46407	0.54168	0.881538	12493	2	-3.0837	0.6923	0.72645	1.0	13279	1	1.7449
Ltv1	2	0.46413	0.42476	0.835322	12494	1	-3.921	0.64869	0.69681	1.0	12504	0	0
Gm1979	2	0.46413	0.42476	0.835322	12495	1	-3.921	0.5642	0.61519	1.0	11146	0	0
Mrpl38	2	0.46413	0.42476	0.835322	12496	1	-3.921	0.34922	0.36715	1.0	8395	1	1.6209
Klhl18	4	0.46414	0.54168	0.881538	12497	2	-1.2818	0.38084	0.48577	1.0	8743	1	2.8068
Trim62	3	0.46422	0.51818	0.876287	12498	2	-1.2044	0.22574	0.31127	1.0	6440	1	3.8087
Phf21a	4	0.46447	0.54168	0.881538	12499	2	-3.0851	0.076825	0.14614	0.920867	2994	2	3.5047
Pi16	4	0.46447	0.54168	0.881538	12500	2	-0.92473	0.13671	0.21837	1.0	4425	1	5.7168
Egr4	3	0.46458	0.51818	0.876287	12501	2	-2.1139	0.76812	0.81429	1.0	14772	0	0
Adam28	4	0.46467	0.54168	0.881538	12502	2	-2.4597	0.79606	0.83294	1.0	15305	0	0
Phf11d	4	0.4648	0.54293	0.881538	12503	1	-5.5587	0.051848	0.12143	0.920867	2306	2	4.0266
Egfl6	4	0.4648	0.54293	0.881538	12504	2	-3.2144	0.83904	0.87438	1.0	16138	0	0
Pef1	4	0.4648	0.54293	0.881538	12505	1	-2.7069	0.7156	0.74875	1.0	13700	0	0
Hnrnpm	4	0.4648	0.54293	0.881538	12506	1	-5.5587	0.88397	0.91697	1.0	17012	0	0
Lepr	4	0.4648	0.54293	0.881538	12507	2	-2.9566	0.81015	0.85136	1.0	15555	0	0
Hc	4	0.4648	0.54293	0.881538	12508	2	-3.2342	0.079672	0.14752	0.920867	3073	1	6.0381
Coprs	4	0.4648	0.54293	0.881538	12509	2	-3.0102	0.73446	0.76299	1.0	14066	0	0
Angptl2	4	0.4648	0.54293	0.881538	12510	2	-3.0896	0.65643	0.68729	1.0	12643	1	1.6596
Fbxo32	4	0.4648	0.54293	0.881538	12511	2	-3.1359	0.38865	0.48727	1.0	8819	1	3.1055
Gm609	4	0.4648	0.54293	0.881538	12512	2	-3.1039	0.12528	0.20155	0.990731	4150	2	3.4726
Cst3	4	0.4648	0.54293	0.881538	12513	2	-3.1094	0.67528	0.70696	1.0	12966	1	1.5736
Ugt8a	4	0.4648	0.54293	0.881538	12514	1	-5.5587	0.019766	0.048333	0.88656	1046	2	4.2737
Gpr20	4	0.4648	0.54293	0.881538	12515	2	-3.3143	0.16839	0.26132	1.0	5172	2	2.4034
Olfr142	4	0.4648	0.54293	0.881538	12516	1	-5.5587	0.78823	0.82301	1.0	15161	0	0
Oscp1	4	0.4648	0.54293	0.881538	12517	1	-5.5587	0.016499	0.044583	0.88656	900	3	3.3477
Ctnnd2	4	0.4648	0.54293	0.881538	12518	2	-2.8216	0.64039	0.67068	1.0	12384	1	2.0838
Celsr2	4	0.4648	0.54293	0.881538	12519	1	-5.5587	0.014155	0.040536	0.88656	803	2	4.5333
Aqp8	4	0.4648	0.54293	0.881538	12520	2	-3.1318	0.75526	0.78829	1.0	14501	0	0
Dsp	4	0.4648	0.54293	0.881538	12521	1	-5.5587	0.60732	0.6405	1.0	11841	1	2.2834
Zfp109	4	0.4648	0.54293	0.881538	12522	1	-5.5587	0.013722	0.03961	0.88656	787	3	3.7453
Creb3l3	4	0.4648	0.54293	0.881538	12523	2	-2.2338	0.65766	0.69031	1.0	12659	1	2.0886
Cyp3a11	4	0.4648	0.54293	0.881538	12524	2	-3.0542	0.68769	0.72344	1.0	13196	1	1.7305
Fgg	4	0.4648	0.54293	0.881538	12525	1	-2.7407	0.71735	0.74875	1.0	13734	0	0
Rhobtb1	4	0.4648	0.54293	0.881538	12526	2	-3.1413	0.27216	0.4188	1.0	7510	2	2.6801
Tfcp2l1	4	0.4648	0.54293	0.881538	12527	1	-5.5587	0.27645	0.42862	1.0	7619	2	2.3404
Pigyl	4	0.4648	0.54293	0.881538	12528	1	-5.5587	0.01568	0.04334	0.88656	871	2	4.91
Pak4	3	0.46481	0.51818	0.876287	12529	1	-3.8074	0.095034	0.14392	0.920867	3452	2	3.0121
Fez1	3	0.46544	0.51818	0.876287	12530	2	-0.46878	0.23204	0.31913	1.0	6574	1	4.1057
Nuak1	3	0.46566	0.51818	0.876287	12531	2	-0.65727	0.17182	0.27993	1.0	5240	1	4.65
Lancl2	4	0.46576	0.54452	0.881538	12532	2	-2.7152	0.20982	0.32875	1.0	6082	2	2.6693
Vdac1	4	0.46576	0.54452	0.881538	12533	2	-3.9646	0.83103	0.86825	1.0	15983	0	0
Olfr1371	4	0.46576	0.54452	0.881538	12534	2	-2.8412	0.48973	0.5443	1.0	10068	1	0.89951
Rpl22l1	4	0.46576	0.54452	0.881538	12535	2	-2.7084	0.55707	0.59699	1.0	11032	1	2.2585
Pea15a	4	0.46576	0.54452	0.881538	12536	2	-3.7596	0.087501	0.15327	0.920867	3274	2	3.672
Nov	4	0.46576	0.54452	0.881538	12537	2	-1.1954	0.66374	0.69639	1.0	12756	1	1.9367
C1ql2	4	0.46576	0.54452	0.881538	12538	2	-2.0563	0.74661	0.78183	1.0	14318	0	0
Alox12b	4	0.46576	0.54452	0.881538	12539	2	-2.9866	0.21593	0.33574	1.0	6209	2	2.2008
Cd209g	4	0.46576	0.54452	0.881538	12540	2	-3.2059	0.7105	0.73999	1.0	13600	0	0
Sept15	4	0.46576	0.54452	0.881538	12541	2	-3.9646	0.65647	0.68729	1.0	12645	1	2.0975
Slco1a5	4	0.46576	0.54452	0.881538	12542	2	-4.0949	0.20581	0.3235	1.0	5973	1	4.787
Dlx3	4	0.46576	0.54452	0.881538	12543	2	-2.0467	0.031552	0.070439	0.904148	1516	2	4.4606
Gm5127	3	0.46638	0.51818	0.876287	12544	2	-1.1327	0.72434	0.77011	1.0	13867	0	0
Ifnk	3	0.46656	0.5187	0.876287	12545	2	-2.6809	0.86058	0.90462	1.0	16553	0	0
Csrnp1	3	0.46656	0.5187	0.876287	12546	1	-5.0704	0.080326	0.12605	0.920867	3082	2	3.5873
C530008M17Rik	3	0.46692	0.51923	0.876287	12547	2	-0.27782	0.79065	0.83175	1.0	15214	0	0
Synpo	4	0.46706	0.54486	0.881538	12548	2	-1.8267	0.36987	0.47984	1.0	8617	1	3.5974
Rpl12	1	0.46712	0.412	0.835322	12549	1	-0.39374	0.53288	0.588	1.0	10695	0	0
Capn9	3	0.46716	0.51923	0.876287	12550	2	-1.2272	0.85205	0.89684	1.0	16397	0	0
Defb2	4	0.46726	0.54486	0.881538	12551	2	-2.4789	0.021535	0.050982	0.88656	1113	2	5.5762
Gpr157	4	0.46733	0.54486	0.881538	12552	2	-2.6985	0.80166	0.84243	1.0	15407	0	0
Vmn1r116	2	0.46741	0.42648	0.835322	12553	1	-2.5251	0.03192	0.048242	0.88656	1531	1	5.57
Ap1s1	4	0.46744	0.54486	0.881538	12554	2	-2.8776	0.045121	0.10492	0.920867	2053	1	6.1487
Parvb	4	0.4675	0.54486	0.881538	12555	2	-3.0419	0.60341	0.63449	1.0	11774	1	2.1713
Vmn1r1	4	0.46752	0.54486	0.881538	12556	2	-1.5627	0.15423	0.24077	1.0	4857	2	2.9356
BC049762	4	0.46758	0.54486	0.881538	12557	2	-1.6816	0.13963	0.22225	1.0	4495	1	3.7448
Rfx3	4	0.46783	0.54486	0.881538	12558	2	-2.7059	0.11087	0.18262	0.962199	3841	2	3.0141
Triml1	4	0.46803	0.54486	0.881538	12559	2	-2.2948	0.5405	0.58176	1.0	10797	1	2.4067
Ackr2	4	0.46816	0.54486	0.881538	12560	2	-1.7415	0.73952	0.77119	1.0	14173	0	0
Gnai2	4	0.46827	0.54486	0.881538	12561	2	-3.346	0.85474	0.89156	1.0	16448	0	0
Mfrp	3	0.46831	0.51923	0.876287	12562	1	-3.7498	0.70954	0.75465	1.0	13576	0	0
Mxd4	3	0.46837	0.51923	0.876287	12563	2	-0.51594	0.052856	0.082951	0.920867	2347	1	5.3615
Fancg	4	0.46839	0.54486	0.881538	12564	2	-1.7818	0.68928	0.72496	1.0	13227	1	1.526
Olfr303	4	0.46839	0.54486	0.881538	12565	2	-2.8822	0.77258	0.8128	1.0	14865	0	0
Rnf186	4	0.46871	0.54555	0.881538	12566	2	-2.2658	0.50753	0.56075	1.0	10339	1	2.6035
Actrt2	4	0.46871	0.54555	0.881538	12567	2	-2.2315	0.58246	0.61658	1.0	11413	1	2.4269
Serpina3b	4	0.46916	0.54629	0.881538	12568	1	-5.5397	0.62591	0.65571	1.0	12147	1	2.1623
Gm17677	4	0.46916	0.54629	0.881538	12569	2	-3.0581	0.33049	0.45859	1.0	8192	1	3.8921
Nbl1	4	0.46916	0.54629	0.881538	12570	2	-3.0251	0.031636	0.070929	0.904148	1520	1	6.7149
Pnma3	4	0.46916	0.54629	0.881538	12571	1	-2.7653	0.72399	0.75456	1.0	13855	0	0
Slc4a8	4	0.46916	0.54629	0.881538	12572	2	-2.7826	0.030697	0.069243	0.904148	1482	1	6.7723
Acbd3	4	0.46916	0.54629	0.881538	12573	1	-2.755	0.76205	0.79471	1.0	14642	0	0
Adgrg1	4	0.46916	0.54629	0.881538	12574	1	-2.752	0.38399	0.48577	1.0	8769	1	3.5585
Ifna6	4	0.46916	0.54629	0.881538	12575	1	-5.5397	0.70198	0.737	1.0	13432	0	-0.69164
Mroh5	4	0.46916	0.54629	0.881538	12576	2	-2.9945	0.27349	0.42033	1.0	7543	1	3.8649
Adgra2	4	0.46916	0.54629	0.881538	12577	2	-2.8604	0.29197	0.43315	1.0	7791	1	3.5001
Foxe1	4	0.46916	0.54629	0.881538	12578	1	-5.5397	0.74551	0.78183	1.0	14291	0	0
Mboat1	4	0.46916	0.54629	0.881538	12579	2	-3.1303	0.037151	0.086124	0.920867	1736	2	5.7745
Ctsr	4	0.46916	0.54629	0.881538	12580	1	-2.7524	0.56018	0.59849	1.0	11078	1	2.2189
2010111I01Rik	4	0.46916	0.54629	0.881538	12581	2	-4.0528	0.16748	0.2582	1.0	5151	1	5.4552
Rttn	4	0.46916	0.54629	0.881538	12582	1	-5.5397	0.11308	0.18431	0.962199	3896	2	3.8373
Klhl9	4	0.46916	0.54629	0.881538	12583	2	-3.2532	0.64422	0.67673	1.0	12428	1	1.7679
Sac3d1	4	0.46916	0.54629	0.881538	12584	2	-3.3485	0.77175	0.81164	1.0	14848	0	0
Scn11a	4	0.46916	0.54629	0.881538	12585	2	-3.1098	0.20747	0.32649	1.0	6022	1	4.5456
Pate4	4	0.46916	0.54629	0.881538	12586	1	-5.5397	0.022883	0.052283	0.88656	1177	2	4.8867
Rlbp1	4	0.46916	0.54629	0.881538	12587	1	-5.5397	0.10151	0.17059	0.951228	3614	2	4.1073
Sgol2b	4	0.46916	0.54629	0.881538	12588	2	-2.9182	0.78632	0.8219	1.0	15117	0	0
Tjp2	4	0.46916	0.54629	0.881538	12589	1	-5.5397	0.51023	0.56369	1.0	10379	1	2.9666
Aqp5	4	0.46916	0.54629	0.881538	12590	1	-5.5397	0.76674	0.79966	1.0	14745	0	0
Acr	4	0.46916	0.54629	0.881538	12591	1	-5.5397	0.028949	0.06549	0.904148	1429	2	4.5304
Mycl	4	0.46916	0.54629	0.881538	12592	1	-5.5397	0.24258	0.37175	1.0	6818	1	4.2893
Prrc2c	4	0.46916	0.54629	0.881538	12593	2	-2.9208	0.15821	0.24487	1.0	4950	2	2.4677
Reep1	4	0.46916	0.54629	0.881538	12594	1	-5.5397	0.058643	0.13068	0.920867	2571	1	5.694
Kdm5a	1	0.46943	0.412	0.835322	12595	1	-0.32461	0.53057	0.588	1.0	10662	0	0
Rnf115	3	0.4696	0.52023	0.876287	12596	2	-0.66339	0.63406	0.66613	1.0	12288	0	0
Mgat5	4	0.4697	0.54629	0.881538	12597	2	-2.2174	0.75273	0.78701	1.0	14445	0	0
Psmd6	2	0.47003	0.42767	0.835322	12598	1	-3.8612	0.053099	0.085563	0.920867	2358	1	4.4549
Taf12	2	0.47003	0.42767	0.835322	12599	1	-3.8612	0.14926	0.1862	0.962602	4718	1	3.1984
Kansl2	2	0.47003	0.42767	0.835322	12600	1	-3.8612	0.036683	0.057504	0.904148	1720	1	5.2847
Trmt10c	2	0.47003	0.42767	0.835322	12601	1	-3.8612	0.41026	0.4377	1.0	9071	1	2.0875
Olfr599	4	0.47019	0.54629	0.881538	12602	2	-3.2893	0.050423	0.1166	0.920867	2257	2	4.5154
Ensa	4	0.47042	0.54702	0.881538	12603	2	-2.4141	0.084005	0.15181	0.920867	3181	1	4.9286
Mrgprf	4	0.47042	0.54702	0.881538	12604	2	-3.0265	0.048393	0.11117	0.920867	2173	1	6.0361
Ccdc65	4	0.47051	0.54702	0.881538	12605	2	-1.4155	0.78644	0.8219	1.0	15120	0	0
Lrch2	4	0.47056	0.54702	0.881538	12606	2	-2.1566	0.0091017	0.027392	0.88656	568	2	5.345
Taf1d	3	0.47083	0.52023	0.876287	12607	2	-3.1005	0.49939	0.52567	1.0	10211	1	1.8615
Zscan4d	3	0.47083	0.52023	0.876287	12608	1	-5.0438	0.56589	0.59145	1.0	11171	1	1.9479
B430306N03Rik	3	0.47083	0.52023	0.876287	12609	1	-5.0438	0.22507	0.31127	1.0	6422	1	4.3101
Vmn1r112	3	0.47083	0.52023	0.876287	12610	1	-5.0438	0.34425	0.39487	1.0	8333	1	2.4509
Acads	3	0.47093	0.52023	0.876287	12611	2	-2.3898	0.58175	0.61842	1.0	11403	1	1.7572
Fam65c	4	0.47101	0.54702	0.881538	12612	2	-3.1821	0.21487	0.33099	1.0	6184	2	2.1966
Pgam2	4	0.4711	0.54702	0.881538	12613	2	-1.5265	0.53876	0.58176	1.0	10773	1	2.6595
Tbkbp1	3	0.47127	0.52023	0.876287	12614	2	-1.4698	0.58222	0.61842	1.0	11411	1	1.7305
Xiap	4	0.47129	0.54702	0.881538	12615	2	-1.336	0.5351	0.58176	1.0	10729	1	2.2178
Vmn2r14	3	0.47141	0.52023	0.876287	12616	2	-0.19179	0.2641	0.34441	1.0	7321	1	3.631
Phtf1	4	0.47152	0.54702	0.881538	12617	2	-3.365	0.37971	0.48279	1.0	8725	1	3.276
Aard	4	0.4717	0.54702	0.881538	12618	2	-2.9936	0.053912	0.12495	0.920867	2390	1	5.862
Mtmr3	4	0.47189	0.54702	0.881538	12619	2	-3.2865	0.030835	0.069602	0.904148	1492	2	4.526
Olfr73	4	0.47215	0.54702	0.881538	12620	2	-2.3893	0.44967	0.51728	1.0	9551	1	3.2891
Olfr1031	4	0.47226	0.54702	0.881538	12621	2	-1.3298	0.73531	0.76436	1.0	14085	0	0
Tmtc1	3	0.47233	0.52023	0.876287	12622	2	-0.97761	0.29432	0.36491	1.0	7816	1	3.3979
C77370	4	0.47249	0.54702	0.881538	12623	2	-1.1224	0.75069	0.78571	1.0	14401	0	0
Sbk2	4	0.4727	0.54702	0.881538	12624	2	-1.1986	0.13868	0.22028	1.0	4471	2	3.5602
Olfr78	4	0.47277	0.54702	0.881538	12625	2	-3.2172	0.054924	0.12774	0.920867	2452	2	3.6789
St3gal2	4	0.47279	0.54702	0.881538	12626	2	-1.474	0.60449	0.63449	1.0	11798	1	1.9915
Fzd10	4	0.47285	0.54702	0.881538	12627	2	-3.3961	0.63803	0.66771	1.0	12351	1	1.565
Cdc25a	3	0.47295	0.52023	0.876287	12628	2	-1.6037	0.25433	0.33969	1.0	7085	1	3.7834
Mroh1	4	0.47302	0.54702	0.881538	12629	2	-1.5325	0.18699	0.30482	1.0	5572	1	4.7181
Rasgef1a	4	0.47312	0.54702	0.881538	12630	2	-3.1997	0.10447	0.17298	0.954013	3689	2	3.0461
Gm10334	4	0.47339	0.54702	0.881538	12631	2	-2.1476	0.673	0.6994	1.0	12927	1	1.6543
Adam3	4	0.47355	0.54702	0.881538	12632	2	-3.1419	0.38625	0.48577	1.0	8792	1	3.4209
Kynu	4	0.47381	0.55019	0.885001	12633	1	-5.5205	0.71921	0.75021	1.0	13766	0	0
Btnl4	4	0.47381	0.55019	0.885001	12634	1	-5.5205	0.5295	0.58024	1.0	10647	1	2.5154
Kcp	4	0.47381	0.55019	0.885001	12635	1	-5.5205	0.24466	0.37175	1.0	6868	2	1.9259
Ccnd1	4	0.47381	0.55019	0.885001	12636	2	-3.8752	0.55632	0.59549	1.0	11020	1	2.5211
Fam161b	4	0.47381	0.55019	0.885001	12637	2	-2.7937	0.05222	0.12143	0.920867	2324	2	4.5344
Setd5	4	0.47381	0.55019	0.885001	12638	2	-2.9683	0.7136	0.74875	1.0	13659	0	0
Olfr450	4	0.47381	0.55019	0.885001	12639	1	-5.5205	0.51112	0.5652	1.0	10390	1	2.7094
Fpr2	4	0.47381	0.55019	0.885001	12640	1	-5.5205	0.045462	0.1055	0.920867	2061	3	3.3314
Steap2	4	0.47381	0.55019	0.885001	12641	2	-3.8752	0.12239	0.19438	0.967717	4096	2	2.5813
Izumo2	4	0.47381	0.55019	0.885001	12642	1	-5.5205	0.4665	0.52635	1.0	9765	1	2.8545
Nek11	4	0.47381	0.55019	0.885001	12643	2	-3.2175	0.024631	0.057138	0.904148	1243	1	7.0869
Gm5901	4	0.47381	0.55019	0.885001	12644	1	-5.5205	0.036074	0.08029	0.920867	1702	3	3.3749
Adam15	4	0.47381	0.55019	0.885001	12645	1	-5.5205	0.010597	0.032831	0.88656	634	3	3.5821
Olfr1066	4	0.47381	0.55019	0.885001	12646	1	-5.5205	0.10038	0.1674	0.947231	3591	2	3.6023
Gm973	4	0.47381	0.55019	0.885001	12647	1	-5.5205	0.2176	0.33797	1.0	6253	1	4.2382
C2cd4b	4	0.47381	0.55019	0.885001	12648	1	-5.5205	0.18429	0.29397	1.0	5508	2	2.9451
Scn5a	4	0.47381	0.55019	0.885001	12649	2	-2.9487	0.66541	0.69639	1.0	12781	1	2.0125
Prkca	4	0.47381	0.55019	0.885001	12650	1	-5.5205	0.47026	0.52936	1.0	9813	1	3.3504
Primpol	4	0.47381	0.55019	0.885001	12651	2	-3.1712	0.1312	0.21247	1.0	4290	1	5.4503
Slco2a1	4	0.47385	0.55336	0.886255	12652	2	-3.2466	0.80449	0.84443	1.0	15457	0	0
Lpar5	3	0.47414	0.52123	0.876287	12653	2	-2.4482	0.54593	0.5774	1.0	10878	1	2.0911
Cnot6l	4	0.47423	0.55336	0.886255	12654	2	-1.9611	0.4244	0.5038	1.0	9242	1	3.18
Ppp1r3f	4	0.47435	0.55336	0.886255	12655	2	-3.0164	0.63064	0.6587	1.0	12224	1	1.9846
Slc22a26	4	0.4745	0.55336	0.886255	12656	2	-2.0663	0.89259	0.92383	1.0	17167	0	0
Olfr630	4	0.47453	0.55336	0.886255	12657	2	-1.7685	0.72653	0.76023	1.0	13907	0	0
Selplg	3	0.47458	0.52217	0.876287	12658	2	-1.1087	0.67179	0.71538	1.0	12901	0	0
Cadm1	4	0.47468	0.55336	0.886255	12659	2	-1.2554	0.69478	0.73096	1.0	13319	1	1.9022
Pcsk5	4	0.47476	0.55336	0.886255	12660	2	-2.569	0.56816	0.60455	1.0	11203	1	2.539
Nphs2	4	0.47488	0.55336	0.886255	12661	2	-2.0451	0.75509	0.78701	1.0	14498	0	0
Txndc11	4	0.47548	0.55409	0.886255	12662	2	-1.9722	0.27075	0.41332	1.0	7476	1	3.8738
Ctbp1	4	0.47551	0.55409	0.886255	12663	2	-3.1845	0.26199	0.40294	1.0	7267	1	3.8938
Vmn2r102	3	0.4756	0.52364	0.876287	12664	1	-5.0166	0.0013919	0.0016961	0.395986	119	2	7.029
Hist1h2bk	3	0.4756	0.52364	0.876287	12665	1	-5.0166	0.59665	0.63253	1.0	11651	0	-0.69164
Htr5b	3	0.4756	0.52364	0.876287	12666	1	-5.0166	0.27547	0.35544	1.0	7590	1	3.9169
Gmnn	3	0.4756	0.52364	0.876287	12667	1	-5.0166	0.73559	0.7798	1.0	14092	0	0
Clcn2	3	0.4756	0.52364	0.876287	12668	1	-5.0166	0.029703	0.063168	0.904148	1449	1	6.3693
Ccdc38	4	0.47587	0.55409	0.886255	12669	2	-1.5571	0.25121	0.37591	1.0	7008	2	2.2847
Gm13290	4	0.47596	0.55409	0.886255	12670	2	-2.2133	0.33522	0.46158	1.0	8237	1	3.5565
H2-T23	4	0.476	0.55409	0.886255	12671	2	-2.8682	0.11669	0.18833	0.962602	3979	1	6.2854
Actr10	2	0.47607	0.43049	0.836867	12672	1	-3.7988	0.303	0.3214	1.0	7916	1	2.6003
Pes1	2	0.47607	0.43049	0.836867	12673	1	-3.7988	0.051851	0.08259	0.920867	2307	1	6.1281
Rpn1	2	0.47607	0.43049	0.836867	12674	1	-3.7988	0.45409	0.48765	1.0	9600	0	-0.69164
9130011E15Rik	2	0.47607	0.43049	0.836867	12675	1	-3.7988	0.049874	0.078935	0.920867	2238	1	4.5887
Prkaca	4	0.47609	0.55409	0.886255	12676	2	-2.4602	0.76917	0.80812	1.0	14792	0	0
Cdc14b	4	0.47623	0.55481	0.886255	12677	2	-1.2432	0.6842	0.72344	1.0	13127	1	2.0679
4930519G04Rik	4	0.4764	0.55481	0.886255	12678	2	-1.0581	0.51357	0.56672	1.0	10420	1	2.8567
Olfr781	4	0.47657	0.55481	0.886255	12679	2	-1.8009	0.15963	0.249	1.0	4981	2	2.7393
Taok1	4	0.47686	0.55481	0.886255	12680	2	-0.91764	0.72104	0.75312	1.0	13798	0	0
