"id","HumanGene"
"Efcab3","EFCAB3"
"4921517D22Rik","C9orf153"
"Lpcat2b","LPCAT2BP"
"4921504E06Rik","C10orf67"
"Phyhipl","PHYHIPL"
"Nsun7","NSUN7"
"Tex47","TEX47"
"Cdkn2aip","CDKN2AIP"
"Trim69","TRIM69"
"Nol8","NOL8"
"4921539E11Rik","C1orf141"
"Mmrn1","MMRN1"
"Wdr20rt","WDR20"
"Ccdc178","CCDC178"
"Spata1","SPATA1"
"Poteg","POTEB"
"Tex19.2","TEX19"
"Eva1c","EVA1C"
"Pgm2l1","PGM2L1"
"Cabs1","CABS1"
"Fancd2os","FANCD2OS"
"Potegl","POTEA"
"4931406C07Rik","C11orf54"
"4931428L18Rik","ALYREF"
"Jhy","JHY"
"Prss54","PRSS54"
"Spef1","SPEF1"
"Phf6","PHF6"
"Naa40","NAA40"
"Mgat4e","MGAT4EP"
"Prss41","PRSS41"
"D7Ertd443e","C10orf90"
"Spats1","SPATS1"
"Tmem30c","TMEM30CP"
"Prss55","PRSS55"
"Pcgf6","PCGF6"
"4933405L10Rik","C16orf86"
"Hexim2","HEXIM2"
"Tekt3","TEKT3"
"Zfp597","ZNF597"
"Hsfy2","HSFY1"
"Stox2","STOX2"
"Adam30","ADAM30"
"Arhgap19","ARHGAP19"
"4933412E24Rik","CXorf49B"
"Septin12","SEPTIN12"
"Cdkl1","CDKL1"
"Atoh8","ATOH8"
"Sntg1","SNTG1"
"Tssk4","TSSK4"
"Uvssa","UVSSA"
"Glt6d1","GLT6D1"
"Gpr39","GPR39"
"Stx18","STX18"
"Sh2d6","SH2D6"
"Zfp689","ZNF689"
"Cabyr","CABYR"
"Rfx4","RFX4"
"Tmem217","TMEM217"
"Scara5","SCARA5"
"Golga7b","GOLGA7B"
"Oxsm","OXSM"
"Mier1","MIER1"
"Tex52","TEX52"
"Eri2","ERI2"
"Lrrc72","LRRC72"
"Zfp626","ZNF780A"
"Zdhhc11","ZDHHC11"
"4933424G06Rik","C2orf92"
"Nbas","NBAS"
"Nipbl","NIPBL"
"Fbxo24","FBXO24"
"Ints13","INTS13"
"Clec12b","CLEC12B"
"Otud1","OTUD1"
"Dydc2","DYDC2"
"Katnal2","KATNAL2"
"Nudt4","NUDT4"
"Cage1","CAGE1"
"Gpr15","GPR15"
"Daw1","DAW1"
"Dlg5","DLG5"
"Enkur","ENKUR"
"Rsph14","RSPH14"
"Sdhaf3","SDHAF3"
"Osbpl7","OSBPL7"
"Dmrtc2","DMRTC2"
"Spata24","SPATA24"
"Naif1","NAIF1"
"Mro","MRO"
"Lrrfip2","LRRFIP2"
"Noxred1","NOXRED1"
"Ccdc57","CCDC57"
"Slc29a3","SLC29A3"
"Apobec4","APOBEC4"
"Cpvl","CPVL"
"Rnf148","RNF148"
"Arhgap26","ARHGAP26"
"Mfap3l","MFAP3L"
"Tbc1d9","TBC1D9"
"Fsip1","FSIP1"
"Rassf8","RASSF8"
"Tchhl1","TCHHL1"
"Treml1","TREML1"
"Rcbtb1","RCBTB1"
"Rbks","RBKS"
"Tprg1","TPRG1"
"Riok1","RIOK1"
"Ano9","ANO9"
"Wdr31","WDR31"
"Col24a1","COL24A1"
"Aifm2","AIFM2"
"Krtap7-1","KRTAP7-1"
"Pdss2","PDSS2"
"Chst9","CHST9"
"Krtap16-3","KRTAP19-1"
"Arid5b","ARID5B"
"Prr16","PRR16"
"Foxn3","FOXN3"
"Pex1","PEX1"
"Chd6","CHD6"
"Kctd6","KCTD6"
"Tasl","TASL"
"Fam83c","FAM83C"
"Spaar","SPAAR"
"Fmnl2","FMNL2"
"Dhrs2","DHRS2"
"Amtn","AMTN"
"Bpifb9a","BPIFB9P"
"Arhgap21","ARHGAP21"
"Flrt3","FLRT3"
"Get1","GET1"
"Tmem80","TMEM80"
"Mettl13","METTL13"
"Ankrd40","ANKRD40"
"Krtap2-4","KRTAP2-3"
"Bcor","BCOR"
"Ptk7","PTK7"
"Usp19","USP19"
"Ppp6r2","PPP6R2"
"Alpk1","ALPK1"
"Bbs7","BBS7"
"Zfp935","ZNF101"
"Sfpq","SFPQ"
"Vps35l","VPS35L"
"Cyp2u1","CYP2U1"
"Grap","GRAP"
"Pds5a","PDS5A"
"Ggt6","GGT6"
"Kazn","KAZN"
"Fam217b","FAM217B"
"Fbxo9","FBXO9"
"Arhgap42","ARHGAP42"
"Afmid","AFMID"
"Izumo4","IZUMO4"
"Clmp","CLMP"
"Mcm9","MCM9"
"Tmem238l","TMEM238L"
"9130008F23Rik","C6orf141"
"Gdpd2","GDPD2"
"Ifih1","IFIH1"
"Zfp251","ZNF251"
"Pogk","POGK"
"Isx","ISX"
"Senp8","SENP8"
"Ceacam20","CEACAM20"
"Myo1e","MYO1E"
"Snx20","SNX20"
"Tradd","TRADD"
"Armh3","ARMH3"
"Arl14","ARL14"
"Krtap5-2","KRTAP5-2"
"Zgrf1","ZGRF1"
"Optn","OPTN"
"Shtn1","SHTN1"
"Rarres2","RARRES2"
"Fuca1","FUCA1"
"Tmem248","TMEM248"
"Acy3","ACY3"
"Rnf215","RNF215"
"Sanbr","SANBR"
"Brox","BROX"
"Wdr27","WDR27"
"Gypc","GYPC"
"Rbm43","RBM43"
"Galnt14","GALNT14"
"Tmem25","TMEM25"
"Esm1","ESM1"
"Pnma8a","PNMA8A"
"Colec11","COLEC11"
"Slc41a3","SLC41A3"
"Pnpt1","PNPT1"
"Cdc5l","CDC5L"
"Armcx3","ARMCX3"
"Arhgef3","ARHGEF3"
"Slc46a3","SLC46A3"
"Ubiad1","UBIAD1"
"Syde1","SYDE1"
"Lrrcc1","LRRCC1"
"Mus81","MUS81"
"Dram1","DRAM1"
"Cdc40","CDC40"
"Dhx35","DHX35"
"Telo2","TELO2"
"Osbpl3","OSBPL3"
"Fam13c","FAM13C"
"Cic","CIC"
"Dhx34","DHX34"
"Aox3","AOX3P"
"Smug1","SMUG1"
"Stk11ip","STK11IP"
"Rgs12","RGS12"
"Vps11","VPS11"
"Susd2","SUSD2"
"Lrwd1","LRWD1"
"Mamdc2","MAMDC2"
"Nectin4","NECTIN4"
"Ulk3","ULK3"
"Coasy","COASY"
"Cul2","CUL2"
"Rgl3","RGL3"
"R3hdm2","R3HDM2"
"Map3k13","MAP3K13"
"Gtf3c2","GTF3C2"
"Tmprss6","TMPRSS6"
"Cyp2d40","CYP2D6"
"Dhdh","DHDH"
"Cpn2","CPN2"
"Etnppl","ETNPPL"
"Amdhd1","AMDHD1"
"C2cd2l","C2CD2L"
"Klhdc3","KLHDC3"
"Raver1","RAVER1"
"Tysnd1","TYSND1"
"Vwce","VWCE"
"Bbs10","BBS10"
"Ap2b1","AP2B1"
"Plbd2","PLBD2"
"Ugt2b1","UGT2B17"
"Shroom1","SHROOM1"
"Tha1","THA1P"
"Ing3","ING3"
"Klhl5","KLHL5"
"Marchf8","MARCHF8"
"Isyna1","ISYNA1"
"Slc16a14","SLC16A14"
"Ankle2","ANKLE2"
"Maskbp3","ANKHD1"
"Pdgfd","PDGFD"
"Trnau1ap","TRNAU1AP"
"Anxa9","ANXA9"
"Cpa4","CPA4"
"Ints12","INTS12"
"Pitpnc1","PITPNC1"
"Chst13","CHST13"
"Ptcd1","ATP5J2-PTCD1"
"Plekhf2","PLEKHF2"
"Slc25a18","SLC25A18"
"Mtfr2","MTFR2"
"Nup93","NUP93"
"Tars2","TARS2"
"Ranbp3","RANBP3"
"Rnf180","RNF180"
"Tmem50a","TMEM50A"
"Kif23","KIF23"
"Dync2i2","DYNC2I2"
"Lrrc34","LRRC34"
"Gtf2a1l","GTF2A1L"
"Ddi1","DDI1"
"Pdilt","PDILT"
"Iqcm","IQCM"
"Csl","CS"
"Dcaf7","DCAF7"
"Zbtb43","ZBTB43"
"Lancl2","LANCL2"
"Shcbp1l","SHCBP1L"
"1700003E16Rik","C2orf81"
"Phf7","PHF7"
"Osgin1","OSGIN1"
"Tekt4","TEKT4"
"Tcp11x2","NXF2"
"R3hcc1","R3HCC1"
"Syce2","SYCE2"
"Pdia6","PDIA6"
"Dpep3","DPEP3"
"Wfdc3","WFDC3"
"Cfap52","CFAP52"
"Zswim2","ZSWIM2"
"Gpr160","GPR160"
"Tex44","TEX44"
"Fam217a","FAM217A"
"Fbxo30","FBXO30"
"Serpinb12","SERPINB12"
"Cfap45","CFAP45"
"Mab21l4","MAB21L4"
"Cenpu","CENPU"
"Efhc1","EFHC1"
"Fam83d","FAM83D"
"Apmap","APMAP"
"Coq2","COQ2"
"Chit1","CHIT1"
"Faap100","FAAP100"
"Ppm1j","PPM1J"
"Krt33a","KRT31"
"Epn3","EPN3"
"Mad2l2","MAD2L2"
"Cdadc1","CDADC1"
"Noxo1","NOXO1"
"Lypd6b","LYPD6B"
"Apol9b","APOL3"
"Tmem106b","TMEM106B"
"Fam219a","FAM219A"
"Cand1","CAND1"
"Ces2f","CES2"
"Paqr7","PAQR7"
"Serpina9","SERPINA9"
"Cldn23","CLDN23"
"Haus5","HAUS5"
"Plpp5","PLPP5"
"Bdh1","BDH1"
"Jsrp1","JSRP1"
"Tmem79","TMEM79"
"Antxr2","ANTXR2"
"Dus4l","DUS4L"
"Zcchc24","ZCCHC24"
"Rpap3","RPAP3"
"Epgn","EPGN"
"Borcs6","BORCS6"
"Tube1","TUBE1"
"Itfg1","ITFG1"
"Tmem123","TMEM123"
"Ephx3","EPHX3"
"Car13","CA13"
"Apol6","APOL6"
"Cars2","CARS2"
"Tom1l1","TOM1L1"
"Endod1","ENDOD1"
"Tmem94","TMEM94"
"Cers5","CERS5"
"Nanog","NANOG"
"Gpc2","GPC2"
"Riox1","RIOX1"
"Suds3","SUDS3"
"Ist1","IST1"
"Rnf135","RNF135"
"Ints11","INTS11"
"Myh14","MYH14"
"Castor1","CASTOR1"
"Cdca4","CDCA4"
"Nkiras2","NKIRAS2"
"Mageb16","MAGEB16"
"Wdr73","WDR73"
"Zbed5","ZBED5"
"Zswim1","ZSWIM1"
"Dnmbp","DNMBP"
"Rbpms2","RBPMS2"
"Prmt3","PRMT3"
"Ppp2r2a","PPP2R2A"
"Prr23a3","C3orf56"
"Tdrd12","LOC101929327"
"Snx10","SNX10"
"Tmco6","TMCO6"
"Sars2","SARS2"
"Acad10","ACAD10"
"Ddx28","DDX28"
"Esco2","ESCO2"
"Rpusd4","RPUSD4"
"Ddx54","DDX54"
"Ercc8","ERCC8"
"Cnn3","CNN3"
"Fthl17a","FTHL17"
"Smg9","SMG9"
"Slc25a35","SLC25A35"
"Fbxo22","FBXO22"
"Lmntd2","LMNTD2"
"Slc39a5","SLC39A5"
"Synpr","SYNPR"
"Fndc3b","FNDC3B"
"Zfyve19","ZFYVE19"
"Btbd17","BTBD17"
"Tedc2","TEDC2"
"Cyb5r1","CYB5R1"
"Fundc1","FUNDC1"
"Zfp654","ZNF654"
"Slc35f2","SLC35F2"
"Cyb561d1","CYB561D1"
"Trmu","TRMU"
"Slc39a4","SLC39A4"
"Cnpy3","CNPY3"
"Tsc22d2","TSC22D2"
"Mccc1","MCCC1"
"Cdhr5","CDHR5"
"Alkbh4","ALKBH4"
"Cotl1","COTL1"
"Sulf2","SULF2"
"Mfsd4b2","MFSD4B"
"Urgcp","URGCP"
"Ddx42","DDX42"
"Tnfrsf13c","TNFRSF13C"
"Poglut2","POGLUT2"
"Tmub2","TMUB2"
"Cyp4f18","CYP4F2"
"Slc38a10","SLC38A10"
"1810055G02Rik","C11orf24"
"Phf10","PHF10"
"Igsf5","IGSF5"
"Aopep","AOPEP"
"Rap2c","RAP2C"
"Cnot2","CNOT2"
"Anks4b","ANKS4B"
"Ogfr","OGFR"
"Gcnt3","GCNT3"
"Sapcd2","SAPCD2"
"Cyp2c55","CYP2C18"
"Mzt2","MZT2A"
"Pigx","PIGX"
"Osgepl1","OSGEPL1"
"Ush1c","USH1C"
"Entpd8","ENTPD8"
"Snhg7","SNHG7"
"Ugt2a3","UGT2A3"
"Eef1akmt2","EEF1AKMT2"
"Cracdl","CRACDL"
"Tmem68","TMEM68"
"Dusp11","DUSP11"
"Aplf","APLF"
"Jmjd8","JMJD8"
"Dscc1","DSCC1"
"Ddhd2","DDHD2"
"Ppp1r14d","PPP1R14D"
"Adck1","ADCK1"
"Zbed3","ZBED3"
"Naa50","NAA50"
"Tpx2","TPX2"
"Dennd2d","DENND2D"
"Ccdc71l","CCDC71L"
"Seh1l","SEH1L"
"Amer2","AMER2"
"Pex13","PEX13"
"Trub1","TRUB1"
"Pygo1","PYGO1"
"Chst14","CHST14"
"Wdsub1","WDSUB1"
"Cep89","CEP89"
"Adpgk","ADPGK"
"Slc37a3","SLC37A3"
"Wdfy3","WDFY3"
"Zbtb46","ZBTB46"
"Tdrp","TDRP"
"Strada","STRADA"
"Rfc5","RFC5"
"Zfp157","ZNF613"
"Cenpn","CENPN"
"Pgm1","PGM1"
"Tmem163","TMEM163"
"Dhx36","DHX36"
"Thumpd2","THUMPD2"
"Aifm3","AIFM3"
"Trim29","TRIM29"
"Chchd4","CHCHD4"
"Shq1","SHQ1"
"Mfsd8","MFSD8"
"Fbxl2","FBXL2"
"Zfp661","ZNF2"
"Nsun4","NSUN4"
"Snx6","SNX6"
"Klhl35","KLHL35"
"Dbndd1","DBNDD1"
"2510009E07Rik","C3orf70"
"Scaf11","SCAF11"
"Fbxl20","FBXL20"
"Supt7l","SUPT7L"
"Mtrex","MTREX"
"Mms19","MMS19"
"Otud6b","OTUD6B"
"Eml2","EML2"
"Spata31d1a","SPATA31D1"
"Zfp558","ZNF558"
"Tsnaxip1","TSNAXIP1"
"Tbc1d5","TBC1D5"
"Psg21","CEACAM21"
"1600014C10Rik","C19orf12"
"1700030K09Rik","C19orf44"
"Kcnk10","KCNK10"
"Tram1","TRAM1"
"Lrrc8e","LRRC8E"
"Cda","CDA"
"Smim24","SMIM24"
"2200002D01Rik","C19orf33"
"Fam186a","FAM186A"
"Ccpg1","CCPG1"
"Sh2d4a","SH2D4A"
"LTO1","LTO1"
"Plekhf1","PLEKHF1"
"Malat1","MALAT1"
"Lsm11","LSM11"
"Nkd2","NKD2"
"Rusc1","RUSC1"
"B3gnt3","B3GNT3"
"Shisal1","SHISAL1"
"Cyp2c65","CYP2C9"
"Zfp777","ZNF777"
"2510002D24Rik","C22orf39"
"Brf1","BRF1"
"Tmem158","TMEM158"
"Nkg7","NKG7"
"Fryl","FRYL"
"Ccdc74a","CCDC74A"
"Cyth4","CYTH4"
"Kifbp","KIFBP"
"Xpo5","XPO5"
"Asb6","ASB6"
"Plxdc1","PLXDC1"
"Vps9d1","VPS9D1"
"Klhl40","KLHL40"
"Palld","PALLD"
"Wdr89","WDR89"
"Elp6","ELP6"
"Usp36","USP36"
"Amer1","AMER1"
"Dusp3","DUSP3"
"Zc2hc1c","ZC2HC1C"
"Ptar1","PTAR1"
"Ttc4","TTC4"
"Cdpf1","CDPF1"
"2210016L21Rik","C12orf43"
"Ces2g","CES2"
"Borcs8","BORCS8"
"2210408I21Rik","KIAA0825"
"Psca","PSCA"
"Cnfn","CNFN"
"Ripk4","RIPK4"
"Cdkn3","CDKN3"
"Tmem175","TMEM175"
"Faim2","FAIM2"
"Rbm12b1","RBM12B"
"Brap","BRAP"
"Pinx1","PINX1"
"Slc43a1","SLC43A1"
"Wdr44","WDR44"
"Kcnmb2","KCNMB2"
"Sgo1","SGO1"
"Lrpprc","LRPPRC"
"Katnbl1","KATNBL1"
"Dnajc25","DNAJC25"
"Ceacam18","CEACAM18"
"Spink5","SPINK5"
"Rab38","RAB38"
"Lypd3","LYPD3"
"Rhno1","RHNO1"
"Prr5l","PRR5L"
"Ccdc71","CCDC71"
"Htatsf1","HTATSF1"
"Prcp","PRCP"
"Rrp1b","RRP1B"
"Zfp131","ZNF131"
"Plcd3","PLCD3"
"Slc16a10","SLC16A10"
"Ssbp3","SSBP3"
"Tmem87b","TMEM87B"
"Hsdl2","HSDL2"
"Tspyl4","TSPYL4"
"Acbd6","ACBD6"
"Obi1","OBI1"
"Ier5l","IER5L"
"Cwf19l1","CWF19L1"
"Taf4b","TAF4B"
"Dzip1l","DZIP1L"
"Rps6kb1","RPS6KB1"
"Sting1","STING1"
"Fgfbp3","FGFBP3"
"Wdr43","WDR43"
"Pip4p2","PIP4P2"
"Atxn7l2","ATXN7L2"
"Aldh1b1","ALDH1B1"
"Tagap","TAGAP"
"Pgam5","PGAM5"
"Mvb12b","MVB12B"
"Exosc6","EXOSC6"
"Reep4","REEP4"
"Hsdl1","HSDL1"
"Utp14a","UTP14A"
"Shisa9","SHISA9"
"Zfp566","ZNF566"
"Naalad2","NAALAD2"
"Pcbd2","PCBD2"
"Uaca","UACA"
"Bclaf1","BCLAF1"
"Lin9","LIN9"
"Bbs5","BBS5"
"Spats2","SPATS2"
"Zup1","ZUP1"
"Cul4b","CUL4B"
"Lypd1","LYPD1"
"Pan3","PAN3"
"Ppme1","PPME1"
"Pdia5","PDIA5"
"Car10","CA10"
"Usp13","USP13"
"Zfp655","ZNF655"
"Hpf1","HPF1"
"Pih1d2","PIH1D2"
"Anks3","ANKS3"
"Pdzd11","PDZD11"
"Hoxaas3","HOXA-AS3"
"Hspa12b","HSPA12B"
"Smim18","SMIM18"
"Tdrkh","TDRKH"
"Lins1","LINS1"
"Mex3a","MEX3A"
"Tmem209","TMEM209"
"Mtrfr","MTRFR"
"Ccdc12","CCDC12"
"Snhg5","SNHG5"
"Ints8","INTS8"
"Selenoh","SELENOH"
"Serp2","SERP2"
"Dis3","DIS3"
"Zfp444","ZNF444"
"Skida1","SKIDA1"
"Zfp518a","ZNF518A"
"Adipor1","ADIPOR1"
"Dnajc6","DNAJC6"
"Fam110d","FAM110D"
"Calhm2","CALHM2"
"Hnrnpll","HNRNPLL"
"Zcchc12","ZCCHC12"
"Lime1","LIME1"
"Zfp618","ZNF618"
"C1qtnf6","C1QTNF6"
"Angptl1","ANGPTL1"
"Zfp248","ZNF248"
"Fam98a","FAM98A"
"Zfp74","ZNF569"
"Tbcc","TBCC"
"B3gat3","B3GAT3"
"Cdc42se2","CDC42SE2"
"Eldr","ELDR"
"Tmx1","TMX1"
"Zkscan3","ZKSCAN3"
"Tmem161b","TMEM161B"
"Ttc39c","TTC39C"
"Hdhd3","HDHD3"
"Tonsl","TONSL"
"Fam117b","FAM117B"
"Arhgef10l","ARHGEF10L"
"Tmem135","TMEM135"
"Rint1","RINT1"
"Neil1","NEIL1"
"Fance","FANCE"
"Sass6","SASS6"
"Dnajc22","DNAJC22"
"Rspo3","RSPO3"
"Ndc1","NDC1"
"Veph1","VEPH1"
"2810459M11Rik","C2orf72"
"Ttc19","TTC19"
"Zfp839","ZNF839"
"Zfp429","ZNF254"
"Scn2b","SCN2B"
"Pard3b","PARD3B"
"Mon1a","MON1A"
"Fam76b","FAM76B"
"Ubash3b","UBASH3B"
"Dhx30","DHX30"
"Crtac1","CRTAC1"
"Pot1b","POT1"
"Prdm4","PRDM4"
"Kctd17","KCTD17"
"Mblac2","MBLAC2"
"Rtl8c","RTL8A"
"Bbof1","BBOF1"
"Zdhhc4","ZDHHC4"
"Yju2","YJU2"
"Xlr4c","FAM9B"
"Setd5","SETD5"
"Asphd2","ASPHD2"
"Macrod2","MACROD2"
"Ndufv2","NDUFV2"
"Spock3","SPOCK3"
"Marchf1","MARCHF1"
"Hepacam","HEPACAM"
"Ppp2r2b","PPP2R2B"
"Swi5","SWI5"
"Ddx41","DDX41"
"Lrrc47","LRRC47"
"Phykpl","PHYKPL"
"Tppp","TPPP"
"Ccnt2","CCNT2"
"Zfp493","ZNF195"
"Top1mt","TOP1MT"
"Slc17a7","SLC17A7"
"Tymp","TYMP"
"Ccser2","CCSER2"
"Fbxo47","FBXO47"
"Cnih3","CNIH3"
"Thap12","THAP12"
"Tmem138","TMEM138"
"Appl1","APPL1"
"Kantr","KANTR"
"Insig2","INSIG2"
"Gpr22","GPR22"
"Kremen2","KREMEN2"
"Emc7","EMC7"
"Ttc9b","TTC9B"
"Glrx5","GLRX5"
"Camk2n2","CAMK2N2"
"Cldn34c1","CLDN34"
"Ppp1r16a","PPP1R16A"
"Tmem192","TMEM192"
"Fut11","FUT11"
"Prr36","PRR36"
"Ppil6","PPIL6"
"Pmpcb","PMPCB"
"Rps6ka5","RPS6KA5"
"2900092C05Rik","C19orf18"
"Sgip1","SGIP1"
"Slc25a42","SLC25A42"
"Slc22a23","SLC22A23"
"3110009E18Rik","C2orf76"
"Prss57","PRSS57"
"Abracl","ABRACL"
"Rflna","RFLNA"
"Tgfbrap1","TGFBRAP1"
"Golim4","GOLIM4"
"Tmed5","TMED5"
"Slc25a16","SLC25A16"
"Prrc1","PRRC1"
"Cenpv","CENPV"
"Mir100hg","MIR100HG"
"Clec4a3","CLEC4A"
"Larp1","LARP1"
"Otud3","OTUD3"
"Tm7sf2","TM7SF2"
"Arhgap8","PRR5-ARHGAP8"
"Exo5","EXO5"
"Pcdh18","PCDH18"
"Tbkbp1","TBKBP1"
"Wasl","WASL"
"Nfatc4","NFATC4"
"Pear1","PEAR1"
"Fezf1","FEZF1"
"Xpot","XPOT"
"C9orf72","C9orf72"
"3110082I17Rik","C7orf50"
"Sppl2b","SPPL2B"
"Fam118a","FAM118A"
"Zfp983","ZNF300"
"Bmper","BMPER"
"Zfp942","ZNF34"
"Snorc","SNORC"
"Atat1","ATAT1"
"Prl8a1","PRL"
"Rassf6","RASSF6"
"Mrgbp","MRGBP"
"Ceacam5","CEACAM21"
"Setd7","SETD7"
"Ccdc18","CCDC18"
"Cib4","CIB4"
"1700037C18Rik","C16orf90"
"Gpbp1","GPBP1"
"Ddit4l","DDIT4L"
"Cabcoco1","CABCOCO1"
"Vps50","VPS50"
"Ccdc103","CCDC103"
"Rhobtb3","RHOBTB3"
"Ttc29","TTC29"
"1700031M16Rik","C12orf54"
"Lrrc69","LRRC69"
"Calr3","CALR3"
"Ube2d2b","UBE2D4"
"Clhc1","CLHC1"
"Pradc1","PRADC1"
"1700040F15Rik","SYCP3"
"Ccdc30","CCDC30"
"Slc25a31","SLC25A31"
"Prss44","PRSS44P"
"Itpripl1","ITPRIPL1"
"Nptxr","NPTXR"
"Arhgef6","ARHGEF6"
"1700034J05Rik","C12orf71"
"Cldn34b2","CLDN34"
"Actrt2","ACTRT2"
"Actrt1","ACTRT1"
"Col20a1","COL20A1"
"Phospho2","PHOSPHO2"
"Dcbld2","DCBLD2"
"Cmtm2a","CMTM2"
"Prss52","PRSS52P"
"Fam177a","FAM177A1"
"Bpifa3","BPIFA3"
"Hbp1","HBP1"
"Msl3l2","MSL3"
"Nipsnap3a","NIPSNAP3A"
"Nme8","NME8"
"Armt1","ARMT1"
"Ccsap","CCSAP"
"Prox2","PROX2"
"Zfp974","ZNF780B"
"Tex35","TEX35"
"Hspa12a","HSPA12A"
"Wdr13","WDR13"
"Zfp763","ZNF778"
"1700067K01Rik","C19orf67"
"Izumo1","IZUMO1"
"Aldh3b3","ALDH3B1"
"C2cd6","C2CD6"
"Ms4a13","MS4A13"
"1700066M21Rik","C2orf69"
"Rnf38","RNF38"
"Kif2b","KIF2B"
"Spata18","SPATA18"
"Iws1","IWS1"
"Snhg9","SNHG9"
"Mipol1","MIPOL1"
"Mbd3l1","MBD3L1"
"Pebp4","PEBP4"
"Nudt16l2","NUDT16"
"Tssk5","TSSK5P"
"Dusp21","DUSP21"
"Vgll3","VGLL3"
"Camkmt","CAMKMT"
"1700001O22Rik","C9orf50"
"Trp53tg5","TP53TG5"
"Marveld3","MARVELD3"
"Zfp433","ZNF433"
"Rhox13","RHOXF1"
"Ptges3l","PTGES3L"
"Capn9","CAPN9"
"Cybrd1","CYBRD1"
"Ms4a6c","MS4A6A"
"Spns1","SPNS1"
"Cabp4","CABP4"
"Thoc3","THOC3"
"2410004P03Rik","C2orf50"
"Ttc21b","TTC21B"
"Defb30","DEFB135"
"Sult6b1","SULT6B1"
"Rec114","REC114"
"Wdr75","WDR75"
"Psma8","PSMA8"
"Tex19.1","TEX19"
"Zbtb8a","ZBTB8A"
"Trmt11","TRMT11"
"Atg16l2","ATG16L2"
"Bloc1s2","BLOC1S2"
"Glipr1","GLIPR1"
"Cplane1","CPLANE1"
"Dppa4","DPPA4"
"Ndufaf7","NDUFAF7"
"Ppp2r1b","PPP2R1B"
"Dppa2","DPPA2"
"Gucy2g","GUCY2GP"
"Dppa3","DPPA3"
"Tubb2b","TUBB2B"
"Mvb12a","MVB12A"
"Dmkn","DMKN"
"Rbm20","RBM20"
"Cst6","CST6"
"Sh3bgrl3","SH3BGRL3"
"Mcee","MCEE"
"Psd","PSD"
"Zfp383","ZNF383"
"Muc16","MUC16"
"Fcf1","FCF1"
"Bbln","BBLN"
"Haus7","HAUS7"
"Cby1","CBY1"
"Man2c1","MAN2C1"
"Shld1","SHLD1"
"Gadl1","GADL1"
"Whrn","DFNB31"
"Thap1","THAP1"
"Prr27","PRR27"
"Kif2c","KIF2C"
"Tex36","TEX36"
"Satl1","SATL1"
"Fam83e","FAM83E"
"Mfsd12","MFSD12"
"Snhg6","SNHG6"
"Ppp1r21","PPP1R21"
"Poldip3","POLDIP3"
"Tmem198b","TMEM198B"
"Dcaf4","DCAF4"
"Eif3k","EIF3K"
"Fam98c","FAM98C"
"Atp6v1d","ATP6V1D"
"Ifitm5","IFITM5"
"Slc35b2","SLC35B2"
"Ankrd45","ANKRD45"
"Ankrd42","ANKRD42"
"Fam110a","FAM110A"
"D3Ertd751e","C4orf33"
"Fam161a","FAM161A"
"Zdbf2","ZDBF2"
"Tmem202","TMEM202"
"Psmb11","PSMB11"
"Arhgap18","ARHGAP18"
"Irak3","IRAK3"
"Ift57","IFT57"
"Lyrm1","LYRM1"
"Cldn34c4","CLDN34"
"Ccdc175","CCDC175"
"Hapln2","HAPLN2"
"Fam151b","FAM151B"
"Otud4","OTUD4"
"Atl1","ATL1"
"Herc3","HERC3"
"Psd2","PSD2"
"Jakmip3","JAKMIP3"
"Dnm1l","DNM1L"
"Arsg","ARSG"
"Slc25a27","SLC25A27"
"Rap2b","RAP2B"
"Rftn2","RFTN2"
"Fcho1","FCHO1"
"Phf19","PHF19"
"Als2","ALS2"
"Traf3ip1","TRAF3IP1"
"Cpne4","CPNE4"
"Glyr1","GLYR1"
"Rd3","RD3"
"Nphp3","NPHP3"
"Msl1","MSL1"
"Rin2","RIN2"
"Sdr42e1","SDR42E1"
"Nol9","NOL9"
"Nfam1","NFAM1"
"Ddias","DDIAS"
"Phf8-ps","PHF8"
"Pex26","PEX26"
"Ttf2","TTF2"
"Vsir","VSIR"
"Steap2","STEAP2"
"Ttc21a","TTC21A"
"Grip1","GRIP1"
"4931406B18Rik","SIGLECL1"
"Plce1","PLCE1"
"Asz1","ASZ1"
"Serpina3a","SERPINA3"
"Lmntd1","LMNTD1"
"Syce1","SYCE1"
"Nmnat3","NMNAT3"
"Cep350","CEP350"
"Slc7a13","SLC7A13"
"Them7","THEM7P"
"Paqr5","PAQR5"
"Npl","NPL"
"Tjap1","TJAP1"
"Hvcn1","HVCN1"
"Pop7","POP7"
"Czib","CZIB"
"Arpp21","ARPP21"
"Slc35a5","SLC35A5"
"Nebl","NEBL"
"Abcb6","ABCB6"
"Gga2","GGA2"
"Dcaf6","DCAF6"
"Cep55","CEP55"
"Parn","PARN"
"Rbm19","RBM19"
"Usp16","USP16"
"Crot","CROT"
"Pi16","PI16"
"Actr3","ACTR3"
"Zfp263","ZNF263"
"Acoxl","ACOXL"
"Tmem43","TMEM43"
"Foxp4","FOXP4"
"Armc8","ARMC8"
"Syvn1","SYVN1"
"Krt80","KRT80"
"Dmgdh","DMGDH"
"Sash3","SASH3"
"Rnf6","RNF6"
"Smg8","SMG8"
"Cyp2s1","CYP2S1"
"Sec14l1","SEC14L1"
"Nuak2","NUAK2"
